ID,index,IDC,MT_TOT,NB,KEYMAX,KEYMIN,"('KEY2', 'KEY2MAX')","('KEY2', 'KEY2MIN')",2013-02-01,2013-03-01,2013-04-01,2013-05-01,2013-06-01,2013-07-01,2013-08-01,2013-09-01,2013-10-01,2013-11-01,2013-12-01,2014-01-01,2014-02-01,2014-03-01,2014-04-01,2014-05-01,2014-06-01,2014-07-01,2014-08-01,2014-09-01,2014-10-01,2014-11-01,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,PMG,PMG2,REC,RECENCE
1082,1082,2373,10.0,10,2014-03-01,2014-03-01,24171,24171,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,1.0,,4.0,1.0,3.5,,,0.5,4. P,4,2,8
1083,1083,2374,38.5,45,2014-08-01,2014-03-01,24176,24171,,,,,,,,,,,,,,14.0,1.0,16.5,5.0,,2.0,,,,22.5,12.0,,,,3.0,,,,,,,,1.0,,4. P,4,3,3
1084,1084,2375,10.0,2,2014-03-01,2014-03-01,24171,24171,,,,,,,,,,,,,,10.0,,,,,,,,,,5.0,5.0,,,,,,,,,,,,,4. P,4,2,8
1085,1085,2376,53.0,20,2014-03-01,2014-03-01,24171,24171,,,,,,,,,,,,,,53.0,,,,,,,,,1.0,7.0,,13.0,5.0,8.0,,,,,3.5,15.0,,,0.5,4. P,4,2,8
1086,1086,2377,10.0,10,2014-03-01,2014-03-01,24171,24171,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,10.0,,,4. P,4,2,8
1087,1087,2378,40.0,30,2014-03-01,2014-03-01,24171,24171,,,,,,,,,,,,,,40.0,,,,,,,,,0.5,0.5,1.5,,,,,,2.5,6.0,1.0,16.0,7.5,2.0,2.5,4. P,4,2,8
1088,1088,2379,2199.5,239,2014-11-01,2014-03-01,24179,24171,,,,,,,,,,,,,,856.5,627.0,322.0,3.5,149.0,41.0,27.0,,173.5,,1806.0,41.5,77.0,,,,,,,178.0,96.5,,,0.5,3. M,3,4,0
1089,1089,2380,3208.5,2658,2014-11-01,2014-03-01,24179,24171,,,,,,,,,,,,,,128.0,626.0,429.5,463.5,420.0,274.5,371.0,353.5,142.5,5.0,2169.5,,114.0,4.0,818.0,,0.5,40.0,40.0,9.0,5.5,,,3.0,3. M,3,4,0
1090,1090,2381,1252.5,1064,2014-11-01,2014-03-01,24179,24171,,,,,,,,,,,,,,542.0,83.0,,103.0,,464.0,,,60.5,269.5,377.5,104.5,69.0,2.5,8.5,,,241.5,2.0,12.5,115.0,50.0,,,4. P,4,4,0
1091,1091,2382,13.5,19,2014-03-01,2014-03-01,24171,24171,,,,,,,,,,,,,,13.5,,,,,,,,,1.0,,2.0,8.5,0.5,0.5,,,,,,1.0,,,,4. P,4,2,8
1092,1092,2383,16.0,9,2014-03-01,2014-03-01,24171,24171,,,,,,,,,,,,,,16.0,,,,,,,,,0.5,,3.0,11.5,,,,0.5,,,,0.5,,,,4. P,4,2,8
1093,1093,2384,387.5,87,2014-07-01,2014-03-01,24175,24171,,,,,,,,,,,,,,111.0,16.0,51.5,44.0,165.0,,,,,30.0,100.0,18.5,226.5,10.5,,,,,,,2.0,,,,4. P,4,3,4
1094,1094,2385,878.0,841,2014-11-01,2014-03-01,24179,24171,,,,,,,,,,,,,,146.0,145.0,159.0,134.0,146.5,112.5,26.0,,9.0,420.0,456.0,1.0,1.0,,,,,,,,,,,,4. P,4,4,0
1095,1095,2386,1921.0,389,2014-04-01,2014-03-01,24172,24171,,,,,,,,,,,,,,1136.0,785.0,,,,,,,,12.5,4.0,48.0,538.5,198.5,,10.0,409.5,,,189.5,349.0,,17.0,144.5,3. M,3,2,7
1096,1096,2388,9.0,3,2014-11-01,2014-05-01,24179,24173,,,,,,,,,,,,,,,,5.0,,,,,2.0,2.0,,9.0,,,,,,,,,,,,,,4. P,4,4,0
1097,1097,2389,980.7,209,2014-10-01,2014-03-01,24178,24171,,,,,,,,,,,,,,382.7,407.3,133.7,,,,44.0,13.0,,63.5,11.0,,3.0,,5.5,,28.0,22.5,171.0,181.0,,415.0,70.7,9.5,4. P,4,4,1
1098,1098,2390,73.0,107,2014-05-01,2014-03-01,24173,24171,,,,,,,,,,,,,,18.0,41.0,14.0,,,,,,,43.5,24.0,0.5,1.0,1.5,1.5,,,,,,1.0,,,,4. P,4,2,6
1099,1099,2391,8973.5,14245,2014-11-01,2014-03-01,24179,24171,,,,,,,,,,,,,,196.0,354.0,507.0,723.5,869.0,1732.5,1398.0,1548.5,1645.0,19.0,5.0,119.5,2.5,62.5,,240.0,173.0,214.5,2078.0,103.0,5689.5,209.5,45.0,12.5,3. M,3,4,0
1100,1100,2392,65.0,95,2014-04-01,2014-03-01,24172,24171,,,,,,,,,,,,,,31.0,34.0,,,,,,,,33.0,15.5,4.0,0.5,2.0,3.0,,0.5,,,2.0,3.0,,1.0,0.5,4. P,4,2,7
1101,1101,2393,10.0,11,2014-03-01,2014-03-01,24171,24171,,,,,,,,,,,,,,10.0,,,,,,,,,2.0,,,,,,0.5,0.5,,4.0,,1.5,,1.0,0.5,4. P,4,2,8
1102,1102,2394,1615.5,187,2014-03-01,2014-03-01,24171,24171,,,,,,,,,,,,,,1615.5,,,,,,,,,190.0,1425.5,,,,,,,,,,,,,,3. M,3,2,8
1103,1103,2396,3050.0,293,2014-05-01,2014-03-01,24173,24171,,,,,,,,,,,,,,2437.0,513.0,100.0,,,,,,,1253.5,30.0,107.0,115.0,532.5,,40.0,257.5,,,538.5,38.0,,24.0,114.0,3. M,3,2,6
1104,1104,2397,540.5,191,2014-07-01,2014-03-01,24175,24171,,,,,,,,,,,,,,469.5,,,,71.0,,,,,210.0,195.0,67.0,17.0,,,,,,,2.0,49.5,,,,4. P,4,3,4
1105,1105,2398,1949.0,70,2014-03-01,2014-03-01,24171,24171,,,,,,,,,,,,,,1949.0,,,,,,,,,227.0,155.0,407.0,273.5,504.0,,,138.0,,,10.5,197.5,,35.0,1.5,3. M,3,2,8
1106,1106,2399,1685.5,331,2014-04-01,2014-03-01,24172,24171,,,,,,,,,,,,,,641.0,1044.5,,,,,,,,300.0,310.0,225.0,192.5,84.0,8.0,,532.0,,,7.0,19.0,,,8.0,3. M,3,2,7
1107,1107,2400,10.0,7,2014-03-01,2014-03-01,24171,24171,,,,,,,,,,,,,,10.0,,,,,,,,,1.0,1.0,,3.0,,,,1.0,,,2.0,1.0,,,1.0,4. P,4,2,8
1108,1108,2402,16.0,13,2014-03-01,2014-03-01,24171,24171,,,,,,,,,,,,,,16.0,,,,,,,,,12.0,4.0,,,,,,,,,,,,,,4. P,4,2,8
1109,1109,2403,14.5,12,2014-03-01,2014-03-01,24171,24171,,,,,,,,,,,,,,14.5,,,,,,,,,2.0,10.0,,,,2.5,,,,,,,,,,4. P,4,2,8
1110,1110,2404,16.0,3,2014-03-01,2014-03-01,24171,24171,,,,,,,,,,,,,,16.0,,,,,,,,,6.0,10.0,,,,,,,,,,,,,,4. P,4,2,8
1111,1111,2405,1377.65,851,2014-07-01,2014-03-01,24175,24171,,,,,,,,,,,,,,10.0,,,175.5,1192.15,,,,,71.0,,11.0,16.0,51.5,,14.5,68.5,99.5,92.0,371.0,192.0,2.5,37.15,351.0,4. P,4,3,4
1112,1112,2406,1043.5,81,2014-03-01,2014-03-01,24171,24171,,,,,,,,,,,,,,1043.5,,,,,,,,,285.5,749.0,8.5,,,,,,,,0.5,,,,,4. P,4,2,8
1113,1113,2408,3420.5,5893,2014-07-01,2014-03-01,24175,24171,,,,,,,,,,,,,,197.0,894.5,1156.5,920.0,252.5,,,,,1336.0,894.0,20.0,1039.5,23.5,0.5,,,17.5,,,5.5,84.0,,,3. M,3,3,4
1114,1114,2409,30.0,8,2014-07-01,2014-03-01,24175,24171,,,,,,,,,,,,,,10.0,,,,20.0,,,,,30.0,,,,,,,,,,,,,,,4. P,4,3,4
1115,1115,2410,10.0,9,2014-03-01,2014-03-01,24171,24171,,,,,,,,,,,,,,10.0,,,,,,,,,2.5,1.0,,3.0,,,,,,,2.0,0.5,,,1.0,4. P,4,2,8
1116,1116,2411,1102.75,876,2014-09-01,2014-03-01,24177,24171,,,,,,,,,,,,,,30.0,82.0,575.75,212.5,20.5,181.5,0.5,,,18.0,646.0,3.5,45.0,1.5,16.5,44.5,0.5,154.0,42.0,14.0,90.0,5.5,14.75,7.0,4. P,4,3,2
1117,1117,2412,148.0,107,2014-11-01,2014-03-01,24179,24171,,,,,,,,,,,,,,3.0,,18.0,23.0,,1.0,10.5,67.5,25.0,8.0,128.0,,3.0,,3.0,3.0,1.0,,,,2.0,,,,4. P,4,4,0
1118,1118,2413,10.0,1,2014-03-01,2014-03-01,24171,24171,,,,,,,,,,,,,,10.0,,,,,,,,,,10.0,,,,,,,,,,,,,,4. P,4,2,8
1119,1119,2414,26.5,23,2014-03-01,2014-03-01,24171,24171,,,,,,,,,,,,,,26.5,,,,,,,,,3.5,2.0,0.5,1.0,,12.0,,,,2.0,3.0,2.5,,,,4. P,4,2,8
1120,1120,2420,358.5,396,2014-10-01,2014-03-01,24178,24171,,,,,,,,,,,,,,126.0,153.5,53.0,22.0,,1.5,,2.5,,219.0,116.5,,,,14.0,,,,4.0,,,5.0,,,4. P,4,4,1
1121,1121,2421,10.0,10,2014-03-01,2014-03-01,24171,24171,,,,,,,,,,,,,,10.0,,,,,,,,,,7.0,,0.5,,2.0,,,,,,0.5,,,,4. P,4,2,8
1122,1122,2422,71.0,35,2014-03-01,2014-03-01,24171,24171,,,,,,,,,,,,,,71.0,,,,,,,,,10.0,55.0,0.5,,,,,0.5,,,0.5,4.5,,,,4. P,4,2,8
1123,1123,2423,302.0,260,2014-09-01,2014-03-01,24177,24171,,,,,,,,,,,,,,53.5,0.5,,,247.5,,0.5,,,116.5,146.0,,3.5,,5.5,,4.0,,,6.5,12.5,,,7.5,4. P,4,3,2
1124,1124,2424,875.5,428,2014-08-01,2014-03-01,24176,24171,,,,,,,,,,,,,,412.0,,,,,463.5,,,,98.0,91.0,1.5,1.0,,,,,101.0,55.0,25.5,463.5,,22.5,16.5,4. P,4,3,3
1125,1125,2425,10.0,2,2014-03-01,2014-03-01,24171,24171,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,5.0,,,,,,,5.0,,,,4. P,4,2,8
1126,1126,2427,105.0,70,2014-03-01,2014-03-01,24171,24171,,,,,,,,,,,,,,105.0,,,,,,,,,1.0,4.0,22.0,6.5,2.0,,,1.0,7.5,,3.0,50.5,2.0,2.0,3.5,4. P,4,2,8
1127,1127,2429,122.0,26,2014-11-01,2014-07-01,24179,24175,,,,,,,,,,,,,,,,,,10.0,,,,112.0,63.0,54.5,3.0,1.5,,,,,,,,,,,,4. P,4,4,0
1128,1128,2431,331.5,207,2014-10-01,2014-03-01,24178,24171,,,,,,,,,,,,,,175.0,125.0,,,,23.0,4.5,4.0,,2.0,327.5,,,,2.0,,,,,,,,,,4. P,4,4,1
1129,1129,2433,224.5,39,2014-04-01,2014-03-01,24172,24171,,,,,,,,,,,,,,194.5,30.0,,,,,,,,53.0,113.0,12.0,22.0,,9.0,,,,,,9.5,,,6.0,4. P,4,2,7
1130,1130,2434,15.5,9,2014-03-01,2014-03-01,24171,24171,,,,,,,,,,,,,,15.5,,,,,,,,,,,,,2.0,,,0.5,,3.0,,8.5,,,1.5,4. P,4,2,8
1131,1131,2435,10.0,1,2014-03-01,2014-03-01,24171,24171,,,,,,,,,,,,,,10.0,,,,,,,,,10.0,,,,,,,,,,,,,,,4. P,4,2,8
1132,1132,2437,8.0,8,2014-03-01,2014-03-01,24171,24171,,,,,,,,,,,,,,8.0,,,,,,,,,3.0,,,,,5.0,,,,,,,,,,4. P,4,2,8
1133,1133,2438,10.0,3,2014-03-01,2014-03-01,24171,24171,,,,,,,,,,,,,,10.0,,,,,,,,,10.0,,,,,,,,,,,,,,,4. P,4,2,8
1134,1134,2439,26.0,24,2014-03-01,2014-03-01,24171,24171,,,,,,,,,,,,,,26.0,,,,,,,,,12.0,14.0,,,,,,,,,,,,,,4. P,4,2,8
1135,1135,2440,177.5,213,2014-09-01,2014-03-01,24177,24171,,,,,,,,,,,,,,43.0,46.0,,,30.5,44.0,14.0,,,3.0,8.0,,,,25.0,,,87.5,46.0,,2.5,3.5,2.0,,4. P,4,3,2
1136,1136,2441,8890.0,573,2014-11-01,2014-03-01,24179,24171,,,,,,,,,,,,,,378.0,3186.0,1415.0,896.0,437.0,601.5,1010.5,793.0,173.0,7215.0,1469.0,36.0,76.0,54.0,,,2.0,,24.0,,14.0,,,,3. M,3,4,0
1137,1137,2442,379.0,31,2014-03-01,2014-03-01,24171,24171,,,,,,,,,,,,,,379.0,,,,,,,,,,379.0,,,,,,,,,,,,,,4. P,4,2,8
1138,1138,2443,555.0,86,2014-04-01,2014-03-01,24172,24171,,,,,,,,,,,,,,399.0,156.0,,,,,,,,9.0,546.0,,,,,,,,,,,,,,4. P,4,2,7
1139,1139,2445,237.5,186,2014-04-01,2014-03-01,24172,24171,,,,,,,,,,,,,,207.0,30.5,,,,,,,,98.0,116.5,10.5,9.0,2.5,1.0,,,,,,,,,,4. P,4,2,7
1140,1140,2446,1287.5,127,2014-11-01,2014-03-01,24179,24171,,,,,,,,,,,,,,180.0,220.0,,,,,,,887.5,721.5,359.5,82.0,46.5,5.0,16.0,4.0,1.5,1.5,2.0,47.0,,,,1.0,4. P,4,4,0
1141,1141,2448,11.5,8,2014-04-01,2014-03-01,24172,24171,,,,,,,,,,,,,,10.5,1.0,,,,,,,,,,,,,9.0,,,,,0.5,,0.5,,1.5,4. P,4,2,7
1142,1142,2449,34.5,34,2014-05-01,2014-03-01,24173,24171,,,,,,,,,,,,,,2.0,18.5,14.0,,,,,,,21.0,7.5,3.5,2.5,,,,,,,,,,,,4. P,4,2,6
1143,1143,2450,258.0,118,2014-10-01,2014-03-01,24178,24171,,,,,,,,,,,,,,149.0,102.0,,,,,3.0,4.0,,106.0,116.0,,,,21.5,,,,,1.5,3.0,10.0,,,4. P,4,4,1
1144,1144,2451,19.5,12,2014-03-01,2014-03-01,24171,24171,,,,,,,,,,,,,,19.5,,,,,,,,,,4.0,5.0,,8.5,,,0.5,,,1.5,,,,,4. P,4,2,8
1145,1145,2452,40.0,35,2014-09-01,2014-03-01,24177,24171,,,,,,,,,,,,,,15.0,7.0,10.0,,,,8.0,,,3.0,,,,,,,,7.5,18.0,5.0,,6.5,,,4. P,4,3,2
1146,1146,2453,1329.5,64,2014-04-01,2014-03-01,24172,24171,,,,,,,,,,,,,,640.0,689.5,,,,,,,,1141.5,188.0,,,,,,,,,,,,,,4. P,4,2,7
1147,1147,2454,27.0,13,2014-03-01,2014-03-01,24171,24171,,,,,,,,,,,,,,27.0,,,,,,,,,,,,,,6.0,,4.5,,,5.0,8.5,,,3.0,4. P,4,2,8
1148,1148,2455,10.0,5,2014-03-01,2014-03-01,24171,24171,,,,,,,,,,,,,,10.0,,,,,,,,,,,1.5,,,3.0,,,,2.0,3.5,,,,,4. P,4,2,8
1149,1149,2456,10.0,9,2014-03-01,2014-03-01,24171,24171,,,,,,,,,,,,,,10.0,,,,,,,,,8.0,2.0,,,,,,,,,,,,,,4. P,4,2,8
1150,1150,2458,15.0,24,2014-03-01,2014-03-01,24171,24171,,,,,,,,,,,,,,15.0,,,,,,,,,8.5,6.5,,,,,,,,,,,,,,4. P,4,2,8
1151,1151,2459,38.5,5,2014-04-01,2014-03-01,24172,24171,,,,,,,,,,,,,,11.0,27.5,,,,,,,,32.5,5.0,,,,,,1.0,,,,,,,,4. P,4,2,7
1152,1152,2461,15.0,16,2014-03-01,2014-03-01,24171,24171,,,,,,,,,,,,,,15.0,,,,,,,,,6.5,8.0,,,,,,0.5,,,,,,,,4. P,4,2,8
1153,1153,2462,3.0,2,2014-03-01,2014-03-01,24171,24171,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,4. P,4,2,8
1154,1154,2463,153.5,258,2014-07-01,2014-03-01,24175,24171,,,,,,,,,,,,,,23.0,101.0,,2.0,27.5,,,,,0.5,108.0,,,3.0,21.0,,4.0,,,4.0,8.0,,,5.0,4. P,4,3,4
1155,1155,2465,128.0,32,2014-11-01,2014-03-01,24179,24171,,,,,,,,,,,,,,11.5,,56.5,20.0,,,,,40.0,53.0,62.0,,2.5,,7.5,,,,,3.0,,,,,4. P,4,4,0
1156,1156,2467,258.5,24,2014-06-01,2014-03-01,24174,24171,,,,,,,,,,,,,,44.5,,,214.0,,,,,,25.0,230.5,1.5,1.5,,,,,,,,,,,,4. P,4,3,5
1157,1157,2468,24923.5,3942,2014-11-01,2014-03-01,24179,24171,,,,,,,,,,,,,,730.0,4328.5,111.0,25.0,1051.0,3072.0,10617.0,1211.0,3778.0,8943.5,3131.0,5734.0,4289.0,641.5,68.0,27.5,184.5,194.5,140.0,11.5,1150.0,351.0,,57.5,2. G,2,4,0
1158,1158,2469,41.0,51,2014-03-01,2014-03-01,24171,24171,,,,,,,,,,,,,,41.0,,,,,,,,,23.0,17.0,,1.0,,,,,,,,,,,,4. P,4,2,8
1159,1159,2470,1192.7,792,2014-07-01,2014-03-01,24175,24171,,,,,,,,,,,,,,498.6,576.1,71.0,41.5,5.5,,,,,115.5,386.5,84.5,54.0,228.0,102.5,,16.5,1.0,,16.0,166.0,0.5,8.7,13.0,4. P,4,3,4
1160,1160,2471,150.0,94,2014-04-01,2014-03-01,24172,24171,,,,,,,,,,,,,,80.5,69.5,,,,,,,,41.0,11.0,23.5,,,40.0,,0.5,,,6.5,23.0,,,4.5,4. P,4,2,7
1161,1161,2472,2719.5,1214,2014-11-01,2014-03-01,24179,24171,,,,,,,,,,,,,,135.0,493.0,,29.0,312.5,459.5,346.5,456.5,487.5,1262.0,942.0,77.5,17.5,58.5,,,3.5,,6.0,158.0,134.0,,,60.5,3. M,3,4,0
1162,1162,2473,11.1,18,2014-06-01,2014-03-01,24174,24171,,,,,,,,,,,,,,6.5,1.5,0.5,2.6,,,,,,,,,2.5,0.5,0.5,,,,,2.0,0.5,,3.1,2.0,4. P,4,3,5
1163,1163,2475,676.0,985,2014-09-01,2014-03-01,24177,24171,,,,,,,,,,,,,,110.0,422.5,20.0,,,89.5,34.0,,,,3.5,0.5,,,,,,409.5,195.0,,,67.5,,,4. P,4,3,2
1164,1164,2476,1274.0,472,2014-11-01,2014-03-01,24179,24171,,,,,,,,,,,,,,135.0,336.5,93.5,101.0,155.0,10.0,122.5,239.0,81.5,352.5,914.5,,,1.0,6.0,,,,,,,,,,4. P,4,4,0
1165,1165,2477,14.5,14,2014-03-01,2014-03-01,24171,24171,,,,,,,,,,,,,,14.5,,,,,,,,,,,4.5,,,2.0,,,4.0,,4.0,,,,,4. P,4,2,8
1166,1166,2478,1955.0,432,2014-05-01,2014-03-01,24173,24171,,,,,,,,,,,,,,1349.0,450.5,155.5,,,,,,,642.0,296.0,356.0,314.5,170.0,,7.0,26.0,1.0,,34.5,57.0,,12.0,39.0,3. M,3,2,6
1167,1167,2480,12.0,2,2014-05-01,2014-05-01,24173,24173,,,,,,,,,,,,,,,,12.0,,,,,,,5.0,7.0,,,,,,,,,,,,,,4. P,4,2,6
1168,1168,2482,118.0,138,2014-11-01,2014-03-01,24179,24171,,,,,,,,,,,,,,23.5,26.0,,14.0,,10.0,20.0,13.0,11.5,8.0,1.0,2.5,0.5,1.5,26.5,,8.5,23.5,22.0,12.5,4.5,2.0,3.0,2.0,4. P,4,4,0
1169,1169,2483,82.0,85,2014-11-01,2014-04-01,24179,24172,,,,,,,,,,,,,,,29.0,31.0,,1.0,,,,21.0,3.5,78.5,,,,,,,,,,,,,,4. P,4,4,0
1170,1170,2484,10212.0,4859,2014-11-01,2014-03-01,24179,24171,,,,,,,,,,,,,,136.5,1401.0,3148.5,780.0,951.5,979.5,942.0,612.0,1261.0,2888.0,220.0,5980.5,1001.0,76.5,7.5,,6.0,20.5,,,2.5,9.5,,,3. M,3,4,0
1171,1171,2485,274.0,13,2014-03-01,2014-03-01,24171,24171,,,,,,,,,,,,,,274.0,,,,,,,,,130.0,98.0,26.0,20.0,,,,,,,,,,,,4. P,4,2,8
1172,1172,2487,10.0,1,2014-03-01,2014-03-01,24171,24171,,,,,,,,,,,,,,10.0,,,,,,,,,10.0,,,,,,,,,,,,,,,4. P,4,2,8
1173,1173,2488,1648.0,406,2014-10-01,2014-04-01,24178,24172,,,,,,,,,,,,,,,430.0,451.0,281.5,121.0,124.0,109.0,131.5,,,,0.5,35.0,3.0,14.0,4.5,37.0,28.5,1488.0,5.0,18.5,14.0,,,3. M,3,4,1
1174,1174,2490,13.0,8,2014-03-01,2014-03-01,24171,24171,,,,,,,,,,,,,,13.0,,,,,,,,,1.0,11.0,0.5,,,,,,,,0.5,,,,,4. P,4,2,8
1175,1175,2491,10.0,8,2014-03-01,2014-03-01,24171,24171,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,2.5,1.5,,,,2.0,,,,4.0,4. P,4,2,8
1176,1176,2492,405.0,41,2014-04-01,2014-03-01,24172,24171,,,,,,,,,,,,,,12.0,393.0,,,,,,,,19.0,386.0,,,,,,,,,,,,,,4. P,4,2,7
1177,1177,2493,56.5,32,2014-06-01,2014-03-01,24174,24171,,,,,,,,,,,,,,46.5,,,10.0,,,,,,28.0,6.0,15.0,1.0,6.0,,,,,,,0.5,,,,4. P,4,3,5
1178,1178,2494,21.0,4,2014-03-01,2014-03-01,24171,24171,,,,,,,,,,,,,,21.0,,,,,,,,,,20.0,0.5,,,,,,,,0.5,,,,,4. P,4,2,8
1179,1179,2495,35.5,44,2014-05-01,2014-04-01,24173,24172,,,,,,,,,,,,,,,21.5,14.0,,,,,,,8.0,9.0,,,,2.0,,0.5,,12.0,,2.0,,,2.0,4. P,4,2,6
1180,1180,2496,10.0,3,2014-04-01,2014-04-01,24172,24172,,,,,,,,,,,,,,,10.0,,,,,,,,1.0,,,6.0,,,,,,,,,,,3.0,4. P,4,2,7
1181,1181,2498,5.5,8,2014-04-01,2014-04-01,24172,24172,,,,,,,,,,,,,,,5.5,,,,,,,,3.0,,,,,,,0.5,,,,2.0,,,,4. P,4,2,7
1182,1182,2499,1049.0,203,2014-05-01,2014-04-01,24173,24172,,,,,,,,,,,,,,,460.0,589.0,,,,,,,,1042.0,,,,1.5,,,,,2.0,1.0,,,2.5,4. P,4,2,6
1183,1183,2500,62.0,29,2014-04-01,2014-04-01,24172,24172,,,,,,,,,,,,,,,62.0,,,,,,,,25.0,27.0,,1.0,,8.5,,,,,,0.5,,,,4. P,4,2,7
1184,1184,2503,10.0,2,2014-04-01,2014-04-01,24172,24172,,,,,,,,,,,,,,,10.0,,,,,,,,5.0,5.0,,,,,,,,,,,,,,4. P,4,2,7
1185,1185,2504,108.0,10,2014-04-01,2014-04-01,24172,24172,,,,,,,,,,,,,,,108.0,,,,,,,,47.0,,,,2.0,,,3.0,,,,56.0,,,,4. P,4,2,7
1186,1186,2505,18.0,3,2014-04-01,2014-04-01,24172,24172,,,,,,,,,,,,,,,18.0,,,,,,,,,,5.0,,,5.0,,,,,8.0,,,,,4. P,4,2,7
1187,1187,2507,173.5,44,2014-04-01,2014-04-01,24172,24172,,,,,,,,,,,,,,,173.5,,,,,,,,71.0,18.0,,,,2.0,,,,26.0,,,56.5,,,4. P,4,2,7
1188,1188,2508,10.0,2,2014-04-01,2014-04-01,24172,24172,,,,,,,,,,,,,,,10.0,,,,,,,,10.0,,,,,,,,,,,,,,,4. P,4,2,7
1189,1189,2509,54.0,27,2014-04-01,2014-04-01,24172,24172,,,,,,,,,,,,,,,54.0,,,,,,,,1.0,53.0,,,,,,,,,,,,,,4. P,4,2,7
1190,1190,2510,1845.0,175,2014-11-01,2014-04-01,24179,24172,,,,,,,,,,,,,,,85.5,996.0,531.5,117.0,,,66.0,49.0,24.0,65.0,,,,,,,,1756.0,,,,,,3. M,3,4,0
1191,1191,2512,63.5,39,2014-04-01,2014-04-01,24172,24172,,,,,,,,,,,,,,,63.5,,,,,,,,29.0,5.5,23.0,,6.0,,,,,,,,,,,4. P,4,2,7
1192,1192,2514,32.0,2,2014-04-01,2014-04-01,24172,24172,,,,,,,,,,,,,,,32.0,,,,,,,,10.0,22.0,,,,,,,,,,,,,,4. P,4,2,7
1193,1193,2515,23.0,2,2014-04-01,2014-04-01,24172,24172,,,,,,,,,,,,,,,23.0,,,,,,,,,23.0,,,,,,,,,,,,,,4. P,4,2,7
1194,1194,2520,870.5,457,2014-11-01,2014-04-01,24179,24172,,,,,,,,,,,,,,,176.0,181.5,88.5,114.5,101.5,99.5,82.0,27.0,48.0,47.0,1.0,93.5,3.0,222.5,,,381.5,68.0,3.5,,2.5,,,4. P,4,4,0
1195,1195,2521,15.5,17,2014-04-01,2014-04-01,24172,24172,,,,,,,,,,,,,,,15.5,,,,,,,,3.5,10.5,,0.5,,0.5,,,,,,0.5,,,,4. P,4,2,7
1196,1196,2522,29.0,54,2014-04-01,2014-04-01,24172,24172,,,,,,,,,,,,,,,29.0,,,,,,,,8.0,17.0,,0.5,,,,,1.5,,0.5,,0.5,,1.0,4. P,4,2,7
1197,1197,2523,52.5,36,2014-04-01,2014-04-01,24172,24172,,,,,,,,,,,,,,,52.5,,,,,,,,1.0,41.0,,,,1.5,5.0,,,,1.0,1.5,1.5,,,4. P,4,2,7
1198,1198,2526,162.5,28,2014-11-01,2014-04-01,24179,24172,,,,,,,,,,,,,,,68.5,74.0,,,,,,20.0,30.0,52.5,24.0,30.0,1.0,,,,,,,25.0,,,,4. P,4,4,0
1199,1199,2527,42.5,6,2014-04-01,2014-04-01,24172,24172,,,,,,,,,,,,,,,42.5,,,,,,,,,,37.0,,3.5,,,,,,,2.0,,,,4. P,4,2,7
1200,1200,2528,5945.0,2449,2014-11-01,2014-04-01,24179,24172,,,,,,,,,,,,,,,977.5,2020.0,413.0,586.0,108.5,92.0,909.0,839.0,1343.5,265.5,1161.0,53.5,1245.5,1.0,110.0,304.5,80.0,2.0,677.5,82.0,17.0,15.0,587.0,3. M,3,4,0
1201,1201,2531,10.0,20,2014-04-01,2014-04-01,24172,24172,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,10.0,,,,,,,4. P,4,2,7
1202,1202,2533,10.0,3,2014-04-01,2014-04-01,24172,24172,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,10.0,,4. P,4,2,7
1203,1203,2535,16.5,12,2014-04-01,2014-04-01,24172,24172,,,,,,,,,,,,,,,16.5,,,,,,,,,,,,,7.5,,3.0,,,2.5,2.0,,1.0,0.5,4. P,4,2,7
1204,1204,2539,6.0,2,2014-04-01,2014-04-01,24172,24172,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,6.0,,,,,,,,,,4. P,4,2,7
1205,1205,2540,18.5,21,2014-06-01,2014-04-01,24174,24172,,,,,,,,,,,,,,,12.5,4.5,1.5,,,,,,7.0,,0.5,0.5,,,,4.5,,4.0,1.0,0.5,,,0.5,4. P,4,3,5
1206,1206,2541,25.5,15,2014-04-01,2014-04-01,24172,24172,,,,,,,,,,,,,,,25.5,,,,,,,,,23.0,,2.0,,0.5,,,,,,,,,,4. P,4,2,7
1207,1207,2542,7586.0,4571,2014-10-01,2014-04-01,24178,24172,,,,,,,,,,,,,,,611.5,1374.0,2027.5,2035.0,1038.5,484.5,15.0,,132.0,84.5,247.5,478.5,787.0,20.0,15.5,400.0,202.0,80.0,2322.5,817.0,4.0,155.5,1840.0,3. M,3,4,1
1208,1208,2545,547.0,157,2014-04-01,2014-04-01,24172,24172,,,,,,,,,,,,,,,547.0,,,,,,,,104.0,443.0,,,,,,,,,,,,,,4. P,4,2,7
