ID,IDC,MT_TOT,PMG,RECENCE
917,2181,510.0,4. P,8
918,2184,33.5,4. P,9
919,2185,49435.3,1. TG,0
920,2186,17976.0,2. G,0
921,2187,259.0,4. P,8
922,2188,3.5,4. P,9
923,2189,5.0,4. P,9
924,2190,52.5,4. P,5
925,2191,10.0,4. P,9
926,2192,10.0,4. P,9
927,2193,706.5,4. P,6
928,2194,9.0,4. P,9
929,2196,656.0,4. P,8
930,2197,176.5,4. P,9
931,2198,10.0,4. P,9
932,2200,965.0,4. P,6
933,2201,34.0,4. P,9
934,2202,121.0,4. P,7
935,2203,662.0,4. P,3
936,2204,36.5,4. P,8
937,2205,10.0,4. P,9
938,2206,2193.5,3. M,0
939,2207,28.0,4. P,9
940,2208,10.0,4. P,9
941,2209,115.5,4. P,8
942,2210,28.5,4. P,1
943,2212,429.0,4. P,9
944,2213,146.0,4. P,1
945,2214,297.0,4. P,8
946,2215,5214.0,3. M,0
947,2216,12.5,4. P,9
948,2217,9.5,4. P,9
949,2218,100.0,4. P,9
950,2219,7451.5,3. M,5
951,2220,4306.5,3. M,1
952,2221,152.0,4. P,8
953,2223,4024.0,3. M,0
954,2224,76.5,4. P,1
955,2225,24.5,4. P,9
956,2226,90.0,4. P,9
957,2227,9.0,4. P,8
958,2228,640.0,4. P,4
959,2229,26.0,4. P,5
960,2230,742.5,4. P,2
961,2231,557.0,4. P,8
962,2233,77.5,4. P,8
963,2234,55.0,4. P,9
964,2235,8284.3,3. M,0
965,2237,10.5,4. P,9
966,2238,135.5,4. P,8
967,2239,28.0,4. P,9
968,2240,57.0,4. P,1
969,2241,224.5,4. P,8
970,2243,37.5,4. P,9
971,2244,21.0,4. P,9
972,2245,2872.5,3. M,0
973,2246,85.0,4. P,9
974,2247,2954.0,3. M,0
975,2248,8972.5,3. M,1
976,2249,10.0,4. P,9
977,2250,26.0,4. P,9
978,2251,1869.5,3. M,7
979,2252,31910.0,2. G,0
980,2253,100.0,4. P,9
981,2254,98.0,4. P,0
982,2255,10.0,4. P,9
983,2256,50.0,4. P,8
984,2257,8326.5,3. M,0
985,2259,16.5,4. P,9
986,2260,331.5,4. P,8
987,2261,962.5,4. P,8
988,2262,2274.0,3. M,0
989,2263,74.0,4. P,1
990,2264,608.5,4. P,8
991,2265,629.0,4. P,3
992,2266,5400.5,3. M,0
993,2267,199.5,4. P,8
994,2268,165.0,4. P,8
995,2269,11.5,4. P,9
996,2270,1004.75,4. P,2
997,2271,10.0,4. P,9
998,2272,6.5,4. P,9
999,2273,13612.55,2. G,0
1000,2274,25225.0,2. G,0
1001,2276,283.0,4. P,8
1002,2277,64.5,4. P,8
1003,2279,8.5,4. P,9
1004,2280,1106.0,4. P,8
1005,2281,9131.5,3. M,3
1006,2285,72.1,4. P,4
1007,2286,28.0,4. P,9
1008,2287,35125.75,2. G,0
1009,2288,182.0,4. P,6
1010,2289,249.5,4. P,8
1011,2290,78.5,4. P,8
1012,2291,775.0,4. P,0
1013,2292,40.0,4. P,8
1014,2293,67.5,4. P,8
1015,2294,190.5,4. P,9
1016,2295,1886.5,3. M,0
1017,2296,1000.5,4. P,8
1018,2297,73.0,4. P,8
1019,2298,10.0,4. P,9
1020,2299,35.0,4. P,8
1021,2300,163.0,4. P,9
1022,2301,48.0,4. P,9
1023,2302,3987.0,3. M,0
1024,2303,167.5,4. P,8
1025,2305,404.0,4. P,8
1026,2306,313.0,4. P,8
1027,2307,180.5,4. P,7
1028,2308,152.0,4. P,8
1029,2309,34.5,4. P,1
1030,2310,49.0,4. P,0
1031,2311,89.5,4. P,8
1032,2312,8.5,4. P,9
1033,2313,529.5,4. P,5
1034,2314,457.0,4. P,1
1035,2315,16.0,4. P,9
1036,2316,31.5,4. P,8
1037,2317,5.0,4. P,9
1038,2318,421.0,4. P,8
1039,2319,7215.2,3. M,0
1040,2320,1266.0,4. P,0
1041,2321,53.0,4. P,8
1042,2322,10.0,4. P,8
1043,2323,991.5,4. P,0
1044,2325,507.0,4. P,8
1045,2326,200.0,4. P,8
1046,2327,283.5,4. P,8
1047,2328,22.5,4. P,8
1048,2329,10.0,4. P,8
1049,2331,10.0,4. P,8
1050,2332,12853.5,2. G,1
1051,2333,102.5,4. P,4
1052,2334,267.0,4. P,0
1053,2335,689.0,4. P,4
1054,2336,150.0,4. P,7
1055,2337,266.0,4. P,2
1056,2338,15.0,4. P,8
1057,2339,91.0,4. P,8
1058,2340,34.5,4. P,8
1059,2341,20.0,4. P,0
1060,2342,229.5,4. P,6
1061,2343,1870.0,3. M,3
1062,2344,254.0,4. P,0
1063,2345,10.0,4. P,8
1064,2346,64.0,4. P,8
1065,2347,305.5,4. P,8
1066,2348,181.5,4. P,0
1067,2349,2.0,4. P,8
1068,2350,19.0,4. P,8
1069,2351,7141.5,3. M,0
1070,2352,11.5,4. P,8
1071,2355,31.0,4. P,0
1072,2357,107.0,4. P,8
1073,2358,100.0,4. P,7
1074,2359,1018.75,4. P,7
1075,2362,8.5,4. P,8
1076,2363,339.1,4. P,1
1077,2367,466.5,4. P,8
1078,2369,340.5,4. P,3
1079,2370,48.0,4. P,7
1080,2371,239.0,4. P,8
1081,2372,10.0,4. P,8
1082,2373,10.0,4. P,8
1083,2374,38.5,4. P,3
1084,2375,10.0,4. P,8
1085,2376,53.0,4. P,8
1086,2377,10.0,4. P,8
1087,2378,40.0,4. P,8
1088,2379,2199.5,3. M,0
1089,2380,3208.5,3. M,0
1090,2381,1252.5,4. P,0
1091,2382,13.5,4. P,8
1092,2383,16.0,4. P,8
1093,2384,387.5,4. P,4
1094,2385,878.0,4. P,0
1095,2386,1921.0,3. M,7
1096,2388,9.0,4. P,0
1097,2389,980.7,4. P,1
1098,2390,73.0,4. P,6
1099,2391,8973.5,3. M,0
1100,2392,65.0,4. P,7
1101,2393,10.0,4. P,8
1102,2394,1615.5,3. M,8
1103,2396,3050.0,3. M,6
1104,2397,540.5,4. P,4
1105,2398,1949.0,3. M,8
1106,2399,1685.5,3. M,7
1107,2400,10.0,4. P,8
1108,2402,16.0,4. P,8
1109,2403,14.5,4. P,8
1110,2404,16.0,4. P,8
1111,2405,1377.65,4. P,4
1112,2406,1043.5,4. P,8
1113,2408,3420.5,3. M,4
1114,2409,30.0,4. P,4
1115,2410,10.0,4. P,8
1116,2411,1102.75,4. P,2
1117,2412,148.0,4. P,0
1118,2413,10.0,4. P,8
1119,2414,26.5,4. P,8
1120,2420,358.5,4. P,1
1121,2421,10.0,4. P,8
1122,2422,71.0,4. P,8
1123,2423,302.0,4. P,2
1124,2424,875.5,4. P,3
1125,2425,10.0,4. P,8
1126,2427,105.0,4. P,8
1127,2429,122.0,4. P,0
1128,2431,331.5,4. P,1
1129,2433,224.5,4. P,7
1130,2434,15.5,4. P,8
1131,2435,10.0,4. P,8
1132,2437,8.0,4. P,8
1133,2438,10.0,4. P,8
1134,2439,26.0,4. P,8
1135,2440,177.5,4. P,2
1136,2441,8890.0,3. M,0
1137,2442,379.0,4. P,8
1138,2443,555.0,4. P,7
1139,2445,237.5,4. P,7
1140,2446,1287.5,4. P,0
1141,2448,11.5,4. P,7
1142,2449,34.5,4. P,6
1143,2450,258.0,4. P,1
1144,2451,19.5,4. P,8
1145,2452,40.0,4. P,2
1146,2453,1329.5,4. P,7
1147,2454,27.0,4. P,8
1148,2455,10.0,4. P,8
1149,2456,10.0,4. P,8
1150,2458,15.0,4. P,8
1151,2459,38.5,4. P,7
1152,2461,15.0,4. P,8
1153,2462,3.0,4. P,8
1154,2463,153.5,4. P,4
1155,2465,128.0,4. P,0
1156,2467,258.5,4. P,5
1157,2468,24923.5,2. G,0
1158,2469,41.0,4. P,8
1159,2470,1192.7,4. P,4
1160,2471,150.0,4. P,7
1161,2472,2719.5,3. M,0
1162,2473,11.1,4. P,5
1163,2475,676.0,4. P,2
1164,2476,1274.0,4. P,0
1165,2477,14.5,4. P,8
1166,2478,1955.0,3. M,6
1167,2480,12.0,4. P,6
1168,2482,118.0,4. P,0
1169,2483,82.0,4. P,0
1170,2484,10212.0,3. M,0
1171,2485,274.0,4. P,8
1172,2487,10.0,4. P,8
1173,2488,1648.0,3. M,1
1174,2490,13.0,4. P,8
1175,2491,10.0,4. P,8
1176,2492,405.0,4. P,7
1177,2493,56.5,4. P,5
1178,2494,21.0,4. P,8
1179,2495,35.5,4. P,6
1180,2496,10.0,4. P,7
1181,2498,5.5,4. P,7
1182,2499,1049.0,4. P,6
1183,2500,62.0,4. P,7
1184,2503,10.0,4. P,7
1185,2504,108.0,4. P,7
1186,2505,18.0,4. P,7
1187,2507,173.5,4. P,7
1188,2508,10.0,4. P,7
1189,2509,54.0,4. P,7
1190,2510,1845.0,3. M,0
1191,2512,63.5,4. P,7
1192,2514,32.0,4. P,7
1193,2515,23.0,4. P,7
1194,2520,870.5,4. P,0
1195,2521,15.5,4. P,7
1196,2522,29.0,4. P,7
1197,2523,52.5,4. P,7
1198,2526,162.5,4. P,0
1199,2527,42.5,4. P,7
1200,2528,5945.0,3. M,0
1201,2531,10.0,4. P,7
1202,2533,10.0,4. P,7
1203,2535,16.5,4. P,7
1204,2539,6.0,4. P,7
1205,2540,18.5,4. P,5
1206,2541,25.5,4. P,7
1207,2542,7586.0,3. M,1
1208,2545,547.0,4. P,7
1209,2546,169.5,4. P,7
1210,2547,7.0,4. P,7
1211,2549,153.0,4. P,4
1212,2551,216.0,4. P,7
1213,2552,10.0,4. P,7
1214,2553,106.0,4. P,7
1215,2554,33.0,4. P,7
1216,2557,18.0,4. P,7
1217,2559,106.0,4. P,2
1218,2560,40.0,4. P,7
1219,2562,5.0,4. P,7
1220,2563,10.0,4. P,7
1221,2564,36.0,4. P,7
1222,2565,15.5,4. P,7
1223,2566,9.6,4. P,7
1224,2567,20.0,4. P,7
1225,2569,20.5,4. P,7
1226,2570,10.0,4. P,7
1227,2571,776.5,4. P,7
1228,2573,194.0,4. P,0
1229,2574,10.0,4. P,7
1230,2575,18.5,4. P,7
1231,2579,2113.0,3. M,0
1232,2582,10.0,4. P,7
1233,2584,1511.5,4. P,0
1234,2585,3679.5,3. M,0
1235,2586,4.5,4. P,7
1236,2587,10.0,4. P,7
1237,2588,9.5,4. P,7
1238,2589,9.9,4. P,7
1239,2591,10.5,4. P,7
1240,2592,10.0,4. P,7
1241,2593,14.0,4. P,7
1242,2594,10.0,4. P,7
1243,2595,121.0,4. P,7
1244,2596,28991.0,2. G,5
1245,2597,10.0,4. P,7
1246,2598,96.5,4. P,7
1247,2599,18.0,4. P,7
1248,2600,25.0,4. P,7
1249,2601,10.0,4. P,7
1250,2602,15.0,4. P,7
1251,2603,20.5,4. P,7
1252,2604,15.5,4. P,7
1253,2606,10.0,4. P,7
1254,2608,39.0,4. P,7
1255,2609,9.5,4. P,7
1256,2610,10.0,4. P,7
1257,2612,10.0,4. P,7
1258,2613,19.5,4. P,7
1259,2616,10.0,4. P,7
1260,2617,144.0,4. P,7
1261,2618,10.0,4. P,7
1262,2619,134.5,4. P,7
1263,2620,10.0,4. P,7
1264,2621,28.0,4. P,7
1265,2622,128.5,4. P,7
1266,2623,10.0,4. P,7
1267,2625,12.5,4. P,7
1268,2627,12.5,4. P,7
1269,2628,10.0,4. P,7
1270,2629,9.5,4. P,7
1271,2630,10.0,4. P,7
1272,2631,5517.35,3. M,0
1273,2632,30.5,4. P,7
1274,2633,39.5,4. P,7
1275,2635,10.0,4. P,7
1276,2636,40.0,4. P,7
1277,2637,10.0,4. P,7
1278,2638,431.5,4. P,6
1279,2639,10.0,4. P,7
1280,2640,76.0,4. P,6
1281,2641,10.0,4. P,7
1282,2643,10.0,4. P,7
1283,2644,185.0,4. P,5
1284,2648,355.5,4. P,6
1285,2649,9.5,4. P,7
1286,2650,30.0,4. P,7
1287,2651,10.0,4. P,7
1288,2652,10.0,4. P,7
1289,2653,16.5,4. P,6
1290,2654,10.0,4. P,7
1291,2655,9.0,4. P,7
1292,2656,10.0,4. P,7
1293,2657,26.6,4. P,7
1294,2658,431.5,4. P,6
1295,2659,12.5,4. P,7
1296,2661,10.0,4. P,6
1297,2662,10.0,4. P,6
1298,2663,1.0,4. P,6
1299,2664,17.5,4. P,6
1300,2665,73.7,4. P,6
1301,2666,306.5,4. P,5
1302,2667,10.0,4. P,6
1303,2668,10.0,4. P,6
1304,2669,10.0,4. P,6
1305,2670,10.0,4. P,6
1306,2671,65.5,4. P,6
1307,2672,10.0,4. P,6
1308,2674,1012.0,4. P,0
1309,2676,2639.5,3. M,0
1310,2677,14.0,4. P,6
1311,2678,973.8,4. P,5
1312,2679,9.0,4. P,6
1313,2680,5805.5,3. M,0
1314,2681,10.0,4. P,6
1315,2682,10.0,4. P,6
1316,2683,15.0,4. P,6
1317,2684,10.0,4. P,6
1318,2686,261.0,4. P,5
1319,2687,2535.6,3. M,3
1320,2689,33.5,4. P,6
1321,2690,15.5,4. P,6
1322,2691,6274.5,3. M,0
1323,2693,17.0,4. P,6
1324,2694,3503.5,3. M,0
1325,2695,10.0,4. P,6
1326,2697,458.5,4. P,6
1327,2698,4686.5,3. M,3
1328,2699,31.0,4. P,6
1329,2700,11.5,4. P,5
1330,2701,828.1,4. P,5
1331,2703,124.5,4. P,2
1332,2704,68.5,4. P,6
1333,2705,176.5,4. P,6
1334,2706,10.0,4. P,6
1335,2707,14.5,4. P,6
1336,2708,29.5,4. P,6
1337,2709,10.0,4. P,6
1338,2712,11.5,4. P,6
1339,2713,4402.0,3. M,2
1340,2714,259.5,4. P,0
1341,2715,125.0,4. P,5
1342,2716,1337.0,4. P,5
1343,2718,391.5,4. P,0
1344,2719,48.5,4. P,6
1345,2720,10.0,4. P,6
1346,2721,29.0,4. P,6
1347,2722,51465.5,1. TG,0
1348,2723,157.5,4. P,6
1349,2724,573.0,4. P,5
1350,2725,10.0,4. P,6
1351,2726,23.0,4. P,6
1352,2727,31.0,4. P,6
1353,2728,15.0,4. P,6
1354,2729,166.0,4. P,6
1355,2731,14.5,4. P,5
1356,2732,10.0,4. P,6
1357,2733,17.5,4. P,6
1358,2735,13.5,4. P,6
1359,2736,346.0,4. P,5
1360,2737,29.5,4. P,6
1361,2738,9.0,4. P,6
1362,2740,1075.5,4. P,0
1363,2743,4677.0,3. M,4
1364,2744,106.0,4. P,6
1365,2746,10.5,4. P,6
1366,2748,12.0,4. P,6
1367,2750,1197.0,4. P,0
1368,2751,31872.0,2. G,1
1369,2752,3344.0,3. M,0
1370,2753,59.5,4. P,5
1371,2754,2074.0,3. M,0
1372,2755,18.0,4. P,6
1373,2757,171.0,4. P,5
1374,2763,86.0,4. P,4
1375,2776,134.5,4. P,5
1376,2778,1940.5,3. M,1
1377,2780,32.0,4. P,0
1378,2782,175.0,4. P,1
1379,2783,340.5,4. P,2
1380,2786,764.5,4. P,1
1381,2788,10.0,4. P,6
1382,2790,48.0,4. P,5
1383,2791,124.0,4. P,3
1384,2792,156.5,4. P,5
1385,2793,44927.0,2. G,5
1386,2795,82.5,4. P,5
1387,2796,75.0,4. P,4
1388,2797,382.0,4. P,0
1389,2798,19.0,4. P,6
1390,2801,1787.0,3. M,0
1391,2802,42.0,4. P,3
1392,2803,10.0,4. P,6
1393,2805,37.0,4. P,6
1394,2806,2781.25,3. M,0
1395,2808,25055.5,2. G,0
1396,2809,7.5,4. P,6
1397,2810,1178.5,4. P,0
1398,2811,4865.5,3. M,0
1399,2812,21.0,4. P,6
1400,2813,348.5,4. P,5
1401,2814,8.0,4. P,6
1402,2819,229.5,4. P,1
1403,2820,641.5,4. P,2
1404,2821,1959.5,3. M,0
1405,2822,497.0,4. P,0
1406,2823,863.0,4. P,0
1407,2824,10.0,4. P,5
1408,2825,2923.0,3. M,0
1409,2828,3201.5,3. M,0
1410,2829,659.5,4. P,5
1411,2830,1.0,4. P,5
1412,2832,11.5,4. P,5
1413,2835,35.0,4. P,5
1414,2837,2.0,4. P,5
1415,2838,32.5,4. P,5
1416,2840,6.0,4. P,4
1417,2841,168.0,4. P,5
1418,2843,13.5,4. P,5
1419,2846,5.0,4. P,5
1420,2847,197.5,4. P,0
1421,2848,107.0,4. P,5
1422,2849,7170.0,3. M,5
1423,2850,10.0,4. P,5
1424,2851,2.5,4. P,5
1425,2852,63.0,4. P,5
1426,2854,103.5,4. P,5
1427,2855,761.0,4. P,1
1428,2859,203.5,4. P,0
1429,2860,411.5,4. P,5
1430,2861,165.0,4. P,1
1431,2862,30.5,4. P,5
1432,2863,104.0,4. P,5
1433,2866,29.5,4. P,5
1434,2873,2709.0,3. M,0
1435,2874,314.0,4. P,5
1436,2875,864.5,4. P,2
1437,2877,147.0,4. P,5
1438,2879,183.0,4. P,5
1439,2881,12334.5,2. G,0
1440,2883,10551.0,3. M,0
1441,2884,4.0,4. P,5
1442,2885,10.0,4. P,5
1443,2887,141.0,4. P,5
1444,2892,10.0,4. P,5
1445,2893,172.0,4. P,5
1446,2894,366.0,4. P,0
1447,2895,80.0,4. P,2
1448,2896,827.5,4. P,1
1449,2900,10.0,4. P,5
1450,2901,45.0,4. P,5
1451,2902,10.0,4. P,5
1452,2903,10.0,4. P,5
1453,2904,56792.0,1. TG,0
1454,2906,24.0,4. P,5
1455,2907,10.0,4. P,5
1456,2911,55.5,4. P,5
1457,2912,483.5,4. P,2
1458,2915,18.0,4. P,5
1459,2916,12.0,4. P,4
1460,2918,42.5,4. P,5
1461,2920,26.0,4. P,2
1462,2921,8.5,4. P,5
1463,2925,74.5,4. P,5
1464,2933,6.0,4. P,5
1465,2936,1155.5,4. P,0
1466,2937,21.0,4. P,5
1467,2938,10.0,4. P,5
1468,2945,300.0,4. P,1
1469,2951,18.5,4. P,0
1470,2954,10.0,4. P,5
1471,2956,7.5,4. P,5
1472,2957,38.0,4. P,4
1473,2958,10.0,4. P,5
1474,2959,260.0,4. P,5
1475,2961,205.0,4. P,5
1476,2962,66.0,4. P,5
1477,2972,912.5,4. P,0
1478,2973,10.0,4. P,5
1479,2974,86.0,4. P,3
1480,2977,27.0,4. P,5
1481,2980,19.5,4. P,5
1482,2982,105.0,4. P,2
1483,2983,217.5,4. P,3
1484,2985,14444.0,2. G,0
1485,2991,10.0,4. P,5
1486,2992,53.0,4. P,5
1487,2993,2.0,4. P,5
1488,2995,70.5,4. P,5
1489,2998,36.0,4. P,5
1490,3002,163.0,4. P,5
1491,3003,54.5,4. P,3
1492,3016,48.0,4. P,5
1493,3019,40.0,4. P,5
1494,3021,0.5,4. P,5
1495,3031,18.5,4. P,5
1496,3032,7.5,4. P,5
1497,3033,878.0,4. P,3
1498,3034,10.0,4. P,5
1499,3037,30.5,4. P,5
1500,3040,14.5,4. P,1
1501,3050,15.5,4. P,4
1502,3052,597.5,4. P,5
1503,3053,227.5,4. P,4
1504,3054,14.5,4. P,5
1505,3056,29.0,4. P,5
1506,3058,112.0,4. P,5
1507,3059,10.0,4. P,5
1508,3063,454.5,4. P,2
1509,3066,6.5,4. P,4
1510,3069,35.5,4. P,5
1511,3072,10.0,4. P,5
1512,3073,1187.8,4. P,0
1513,3074,2.5,4. P,5
1514,3075,103.0,4. P,4
1515,3076,2013.5,3. M,1
1516,3077,251.0,4. P,2
1517,3078,8851.0,3. M,2
1518,3082,10.0,4. P,5
1519,3086,85.5,4. P,5
1520,3091,4.0,4. P,4
1521,3101,227.0,4. P,5
1522,3103,20.0,4. P,4
1523,3108,60.0,4. P,5
1524,3109,26.0,4. P,4
1525,3110,112.5,4. P,5
1526,3111,13.5,4. P,5
1527,3115,14.0,4. P,5
1528,3116,1.0,4. P,4
1529,3127,10.0,4. P,5
1530,3131,10.0,4. P,5
1531,3142,10.0,4. P,5
1532,3158,13.0,4. P,5
1533,3162,10.0,4. P,5
1534,3164,37568.0,2. G,0
1535,3167,10.0,4. P,5
1536,3170,121.0,4. P,0
1537,3172,355.5,4. P,1
1538,3187,23.5,4. P,5
1539,3201,13.5,4. P,5
1540,3203,10.0,4. P,5
1541,3204,209.0,4. P,5
1542,3206,10.0,4. P,5
1543,3207,30.5,4. P,5
1544,3210,192.5,4. P,4
1545,3212,5193.0,3. M,0
1546,3214,15.0,4. P,5
1547,3216,146.0,4. P,4
1548,3218,2.5,4. P,5
1549,3222,10.0,4. P,5
1550,3223,10.0,4. P,5
1551,3225,192.0,4. P,1
1552,3228,1.0,4. P,5
1553,3249,78.0,4. P,5
1554,3253,9.5,4. P,5
1555,3258,1.5,4. P,5
1556,3262,205.5,4. P,3
1557,3264,16.0,4. P,5
1558,3265,377.0,4. P,3
1559,3268,10.0,4. P,5
1560,3269,10.0,4. P,5
1561,3271,11.0,4. P,5
1562,3276,116.0,4. P,1
1563,3278,20.0,4. P,5
1564,3281,6.0,4. P,5
1565,3289,15.0,4. P,5
1566,3290,66.5,4. P,4
1567,3291,1002.0,4. P,0
1568,3292,741.0,4. P,4
1569,3293,10.0,4. P,5
1570,3304,11.0,4. P,4
1571,3306,11026.5,2. G,0
1572,3307,10.0,4. P,5
1573,3312,10.0,4. P,5
1574,3315,32.0,4. P,5
1575,3318,16.0,4. P,5
1576,3320,6211.5,3. M,0
1577,3322,7.0,4. P,5
1578,3324,10.0,4. P,5
1579,3326,10.0,4. P,5
1580,3330,161.5,4. P,3
1581,3336,8197.5,3. M,0
1582,3341,7.0,4. P,2
1583,3343,10.0,4. P,5
1584,3346,11.5,4. P,5
1585,3354,10.0,4. P,5
1586,3356,10.0,4. P,5
1587,3357,786.0,4. P,2
1588,3360,2.5,4. P,5
1589,3386,10.0,4. P,5
1590,3389,150.0,4. P,4
1591,3390,10.0,4. P,4
1592,3391,12.0,4. P,5
1593,3392,2.0,4. P,4
1594,3394,613.0,4. P,3
1595,3407,1.5,4. P,5
1596,3436,6.0,4. P,4
1597,3446,10.0,4. P,4
1598,3447,35.0,4. P,4
1599,3452,2215.0,3. M,0
1600,3454,6.5,4. P,4
1601,3456,10.0,4. P,4
1602,3464,2.0,4. P,4
1603,3465,136.5,4. P,4
1604,3466,34.5,4. P,4
1605,3475,31.0,4. P,4
1606,3477,41.0,4. P,4
1607,3484,2.0,4. P,3
1608,3486,19.0,4. P,4
1609,3495,1.0,4. P,4
1610,3496,10.0,4. P,4
1611,3523,605.0,4. P,2
1612,3533,10.0,4. P,4
1613,3534,49.5,4. P,4
1614,3536,169.0,4. P,2
1615,3537,138.5,4. P,2
1616,3539,190.5,4. P,0
1617,3540,96.0,4. P,3
1618,3542,291.5,4. P,4
1619,3545,1351.0,4. P,0
1620,3548,232.5,4. P,4
1621,3550,129.0,4. P,4
1622,3556,5.0,4. P,4
1623,3561,4123.5,3. M,0
1624,3568,7980.0,3. M,2
1625,3573,29.5,4. P,4
1626,3576,10.0,4. P,4
1627,3578,56.5,4. P,4
1628,3579,326.5,4. P,3
1629,3582,44.5,4. P,4
1630,3586,5.5,4. P,4
1631,3593,80.0,4. P,4
1632,3594,11.5,4. P,4
1633,3595,1498.1,4. P,0
1634,3596,29.5,4. P,4
1635,3599,10.0,4. P,4
1636,3604,977.0,4. P,4
1637,3610,1442.0,4. P,0
1638,3611,782.0,4. P,1
1639,3613,10.0,4. P,4
1640,3614,137.0,4. P,4
1641,3616,18.5,4. P,4
1642,3618,2.0,4. P,4
1643,3619,13.0,4. P,4
1644,3620,6.0,4. P,4
1645,3622,22.0,4. P,4
1646,3624,11.0,4. P,4
1647,3626,10.0,4. P,4
1648,3629,10.0,4. P,4
1649,3630,523.0,4. P,0
1650,3631,13.5,4. P,4
1651,3633,15.0,4. P,4
1652,3634,10.0,4. P,4
1653,3635,239.0,4. P,4
1654,3636,10.0,4. P,4
1655,3638,24.0,4. P,4
1656,3640,3.0,4. P,4
1657,3641,16.0,4. P,4
1658,3642,10.0,4. P,4
1659,3644,10.0,4. P,4
1660,3645,10.0,4. P,4
1661,3646,85.5,4. P,4
1662,3656,468.0,4. P,0
1663,3658,20.0,4. P,4
1664,3680,24.5,4. P,4
1665,3687,26.0,4. P,0
1666,3690,13.0,4. P,4
1667,3696,3028.0,3. M,0
1668,3700,10.0,4. P,4
1669,3701,48.0,4. P,4
1670,3704,10.5,4. P,4
1671,3708,1368.6,4. P,1
1672,3709,40.0,4. P,4
1673,3711,14.0,4. P,4
1674,3718,6.0,4. P,4
1675,3720,29.0,4. P,2
1676,3721,143.5,4. P,0
1677,3723,639.0,4. P,3
1678,3730,329.0,4. P,4
1679,3742,5.0,4. P,4
1680,3744,30.0,4. P,4
1681,3747,2.0,4. P,4
1682,3752,2348.0,3. M,0
1683,3756,10.0,4. P,4
1684,3757,21.0,4. P,4
1685,3758,2057.5,3. M,0
1686,3759,10.0,4. P,4
1687,3766,56.0,4. P,3
1688,3769,5043.5,3. M,0
1689,3771,18.5,4. P,4
1690,3772,33.0,4. P,4
1691,3773,159.5,4. P,4
1692,3776,95.5,4. P,4
1693,3780,2.0,4. P,4
1694,3783,8.0,4. P,4
1695,3787,10.0,4. P,4
1696,3788,10.0,4. P,4
1697,3791,32719.0,2. G,2
1698,3795,12.5,4. P,4
1699,3796,10.0,4. P,4
1700,3801,10.0,4. P,4
1701,3802,11.5,4. P,4
1702,3803,10.0,4. P,4
1703,3804,332.5,4. P,0
1704,3805,84.5,4. P,3
1705,3809,48.0,4. P,4
1706,3810,1155.5,4. P,2
1707,3813,12.5,4. P,4
1708,3822,5.0,4. P,4
1709,3823,18657.0,2. G,0
1710,3824,10.0,4. P,4
1711,3825,12.0,4. P,4
1712,3827,31.0,4. P,4
1713,3832,193.0,4. P,0
1714,3833,155.0,4. P,3
1715,3838,10.0,4. P,4
1716,3841,5.0,4. P,4
1717,3842,1892.75,3. M,0
1718,3846,5261.5,3. M,3
1719,3850,303.0,4. P,0
1720,3852,53.5,4. P,1
1721,3854,7.0,4. P,2
1722,3855,10.0,4. P,4
1723,3856,41.0,4. P,3
1724,3857,85.0,4. P,3
1725,3860,63.6,4. P,4
1726,3861,57.5,4. P,4
1727,3863,1259.0,4. P,0
1728,3865,509.0,4. P,0
1729,3868,593.5,4. P,0
1730,3870,10.0,4. P,4
1731,3871,26.0,4. P,3
1732,3881,1673.5,3. M,3
1733,3884,136.0,4. P,3
1734,3885,319.0,4. P,0
1735,3891,128.0,4. P,2
1736,3892,401.5,4. P,0
1737,3903,80.0,4. P,3
1738,3904,265.0,4. P,1
1739,3905,131.5,4. P,3
1740,3907,300.5,4. P,0
1741,3910,157.0,4. P,2
1742,3912,37.0,4. P,1
1743,3913,178.5,4. P,3
1744,3916,433.0,4. P,3
1745,3918,1235.5,4. P,0
1746,3921,113.0,4. P,0
1747,3923,153.0,4. P,0
1748,3924,2725.6,3. M,0
1749,3926,20.0,4. P,2
1750,3927,1230.5,4. P,0
1751,3929,389.0,4. P,0
1752,3933,1386.0,4. P,0
1753,3936,384.0,4. P,1
1754,3939,40.0,4. P,3
1755,3944,1138.0,4. P,0
1756,3947,10.0,4. P,3
1757,3948,149.0,4. P,1
1758,3951,94.0,4. P,0
1759,3953,2948.0,3. M,2
1760,3957,3650.5,3. M,1
1761,3960,169.0,4. P,2
1762,3965,30.0,4. P,3
1763,3968,1476.0,4. P,0
1764,3981,8491.5,3. M,0
1765,3982,189.5,4. P,1
1766,4005,193.5,4. P,0
1767,4006,78.0,4. P,3
1768,4015,2476.5,3. M,0
1769,4018,726.0,4. P,2
1770,4029,1488.0,4. P,1
1771,4032,1617.0,3. M,0
1772,4040,1157.0,4. P,0
1773,4042,419.0,4. P,2
1774,4044,881.5,4. P,0
1775,4045,128.5,4. P,2
1776,4047,297.0,4. P,0
1777,4052,131.0,4. P,3
1778,4055,2372.0,3. M,1
1779,4060,3928.5,3. M,0
1780,4069,250.0,4. P,3
1781,4072,476.0,4. P,2
1782,4079,531.5,4. P,1
1783,4085,10.0,4. P,2
1784,4093,178.0,4. P,2
1785,4094,208.0,4. P,0
