,index,IDC,MT_TOT,NB,KEYMAX,KEYMIN,KEYMAX2,KEYMIN2,2013-01-01,2013-02-01,2013-03-01,2013-04-01,2013-05-01,2013-06-01,2013-07-01,2013-08-01,2013-09-01,2013-10-01,2013-11-01,2013-12-01,2014-01-01,2014-02-01,2014-03-01,2014-04-01,2014-05-01,2014-06-01,2014-07-01,2014-08-01,2014-09-01,2014-10-01,2014-11-01,Produit 0,Produit 1,Produit 2,Produit 3,Produit 4,Produit 5,Produit 6,PMG,PMG2,REC,RECENCE,MT90,MT30
1295,1295,2620,10.0,7,2014-04-01,2014-04-01,24172,24172,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,8.0,0.5,,1.5,4. P,4,2,7,10.0,10.0
1296,1296,2621,28.0,28,2014-04-01,2014-04-01,24172,24172,,,,,,,,,,,,,,,,28.0,,,,,,,,,,,5.5,10.5,11.0,1.0,4. P,4,2,7,28.0,28.0
1297,1297,2622,128.5,153,2014-04-01,2014-04-01,24172,24172,,,,,,,,,,,,,,,,128.5,,,,,,,,,,,125.0,0.5,3.0,,4. P,4,2,7,128.5,128.5
1298,1298,2623,10.0,1,2014-04-01,2014-04-01,24172,24172,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,10.0,,,,4. P,4,2,7,10.0,10.0
1299,1299,2625,12.5,7,2014-04-01,2014-04-01,24172,24172,,,,,,,,,,,,,,,,12.5,,,,,,,,,,,,7.0,5.0,0.5,4. P,4,2,7,12.5,12.5
1300,1300,2627,12.5,8,2014-04-01,2014-04-01,24172,24172,,,,,,,,,,,,,,,,12.5,,,,,,,,,,,,3.0,9.5,,4. P,4,2,7,12.5,12.5
1301,1301,2628,10.0,6,2014-04-01,2014-04-01,24172,24172,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,3.5,,6.5,,4. P,4,2,7,10.0,10.0
1302,1302,2629,9.5,4,2014-04-01,2014-04-01,24172,24172,,,,,,,,,,,,,,,,9.5,,,,,,,,,,,,,,9.5,4. P,4,2,7,9.5,9.5
1303,1303,2630,10.0,6,2014-04-01,2014-04-01,24172,24172,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,5.0,,5.0,,4. P,4,2,7,10.0,10.0
1304,1304,2631,5517.35,4458,2014-11-01,2014-04-01,24179,24172,,,,,,,,,,,,,,,,26.0,752.65,949.75,551.5,928.9,1148.9,818.5,341.15,,,,373.0,619.5,2782.5,1742.35,3. M,3,4,0,2067.5,415.35
1305,1305,2632,30.5,19,2014-04-01,2014-04-01,24172,24172,,,,,,,,,,,,,,,,30.5,,,,,,,,,,,13.0,,17.5,,4. P,4,2,7,30.5,30.5
1306,1306,2633,39.5,14,2014-04-01,2014-04-01,24172,24172,,,,,,,,,,,,,,,,39.5,,,,,,,,,,,,14.0,25.5,,4. P,4,2,7,39.5,39.5
1307,1307,2635,10.0,5,2014-04-01,2014-04-01,24172,24172,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,2.5,,7.5,,4. P,4,2,7,10.0,10.0
1308,1308,2636,40.0,23,2014-04-01,2014-04-01,24172,24172,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,24.0,13.0,3.0,,4. P,4,2,7,40.0,40.0
1309,1309,2637,10.0,10,2014-04-01,2014-04-01,24172,24172,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,5.0,,5.0,,4. P,4,2,7,10.0,10.0
1310,1310,2638,431.5,235,2014-05-01,2014-04-01,24173,24172,,,,,,,,,,,,,,,,115.0,316.5,,,,,,,,,,318.0,102.5,11.0,,4. P,4,2,6,431.5,400.0
1311,1311,2639,10.0,11,2014-04-01,2014-04-01,24172,24172,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,5.0,,5.0,,4. P,4,2,7,10.0,10.0
1312,1312,2640,76.0,38,2014-05-01,2014-04-01,24173,24172,,,,,,,,,,,,,,,,10.0,66.0,,,,,,,,,,20.5,54.5,1.0,,4. P,4,2,6,76.0,76.0
1313,1313,2641,10.0,5,2014-04-01,2014-04-01,24172,24172,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,5.0,,5.0,,4. P,4,2,7,10.0,10.0
1314,1314,2643,10.0,2,2014-04-01,2014-04-01,24172,24172,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,10.0,,4. P,4,2,7,10.0,10.0
1315,1315,2644,185.0,102,2014-06-01,2014-04-01,24174,24172,,,,,,,,,,,,,,,,90.5,64.5,30.0,,,,,,,,,71.5,55.0,58.5,,4. P,4,3,5,185.0,155.0
1316,1316,2648,359.0,417,2014-05-01,2014-04-01,24173,24172,,,,,,,,,,,,,,,,94.0,265.0,,,,,,,2.0,1.5,,61.0,247.5,47.0,,4. P,4,2,6,359.0,359.0
1317,1317,2649,9.5,2,2014-04-01,2014-04-01,24172,24172,,,,,,,,,,,,,,,,9.5,,,,,,,,,,,,5.0,4.5,,4. P,4,2,7,9.5,9.5
1318,1318,2650,30.0,21,2014-04-01,2014-04-01,24172,24172,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,11.5,12.0,6.5,,4. P,4,2,7,30.0,30.0
1319,1319,2651,10.0,14,2014-04-01,2014-04-01,24172,24172,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,5.5,3.5,1.0,4. P,4,2,7,10.0,10.0
1320,1320,2652,10.0,13,2014-04-01,2014-04-01,24172,24172,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,5.5,2.5,2.0,4. P,4,2,7,10.0,10.0
1321,1321,2653,16.5,21,2014-05-01,2014-04-01,24173,24172,,,,,,,,,,,,,,,,4.5,12.0,,,,,,,,,,4.5,0.5,9.5,2.0,4. P,4,2,6,16.5,13.5
1322,1322,2654,10.0,1,2014-04-01,2014-04-01,24172,24172,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,10.0,,4. P,4,2,7,10.0,10.0
1323,1323,2655,9.0,6,2014-04-01,2014-04-01,24172,24172,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,9.0,,,,4. P,4,2,7,9.0,9.0
1324,1324,2656,10.0,5,2014-04-01,2014-04-01,24172,24172,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,9.5,0.5,4. P,4,2,7,10.0,10.0
1325,1325,2657,26.6,5,2014-04-01,2014-04-01,24172,24172,,,,,,,,,,,,,,,,26.6,,,,,,,,,,,,19.0,2.0,5.6,4. P,4,2,7,26.6,26.6
1326,1326,2658,431.5,217,2014-05-01,2014-05-01,24173,24173,,,,,,,,,,,,,,,,,431.5,,,,,,,,,,369.0,35.5,27.0,,4. P,4,2,6,431.5,431.5
1327,1327,2659,12.5,6,2014-04-01,2014-04-01,24172,24172,,,,,,,,,,,,,,,,12.5,,,,,,,,,,,,12.0,0.5,,4. P,4,2,7,12.5,12.5
1328,1328,2661,10.0,5,2014-05-01,2014-05-01,24173,24173,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,10.0,,4. P,4,2,6,10.0,10.0
1329,1329,2662,10.0,3,2014-05-01,2014-05-01,24173,24173,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,8.0,2.0,,4. P,4,2,6,10.0,10.0
1330,1330,2663,1.0,1,2014-05-01,2014-05-01,24173,24173,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,4. P,4,2,6,1.0,1.0
1331,1331,2664,19.5,11,2014-05-01,2014-05-01,24173,24173,,,,,,,,,,,,,,,,,19.5,,,,,,,,2.0,,,5.0,11.0,1.5,4. P,4,2,6,19.5,19.5
1332,1332,2665,73.7,22,2014-05-01,2014-05-01,24173,24173,,,,,,,,,,,,,,,,,73.7,,,,,,,,,,,11.5,15.5,46.7,4. P,4,2,6,73.7,73.7
1333,1333,2666,306.5,23,2014-06-01,2014-05-01,24174,24173,,,,,,,,,,,,,,,,,265.0,41.5,,,,,,,,,214.0,70.5,22.0,,4. P,4,3,5,306.5,305.0
1334,1334,2667,10.0,7,2014-05-01,2014-05-01,24173,24173,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,4.0,3.0,3.0,4. P,4,2,6,10.0,10.0
1335,1335,2668,10.0,6,2014-05-01,2014-05-01,24173,24173,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,5.0,,5.0,,4. P,4,2,6,10.0,10.0
1336,1336,2669,10.0,4,2014-05-01,2014-05-01,24173,24173,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,7.0,,3.0,4. P,4,2,6,10.0,10.0
1337,1337,2670,10.0,5,2014-05-01,2014-05-01,24173,24173,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,1.0,9.0,,4. P,4,2,6,10.0,10.0
1338,1338,2671,65.5,55,2014-05-01,2014-05-01,24173,24173,,,,,,,,,,,,,,,,,65.5,,,,,,,,,,1.5,11.5,52.5,,4. P,4,2,6,65.5,65.5
1339,1339,2672,10.0,2,2014-05-01,2014-05-01,24173,24173,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,10.0,,,4. P,4,2,6,10.0,10.0
1340,1340,2674,1012.0,543,2014-11-01,2014-05-01,24179,24173,,,,,,,,,,,,,,,,,404.5,213.5,70.0,16.0,202.0,103.0,3.0,,,,131.5,455.0,377.0,48.5,4. P,4,4,0,688.0,404.5
1341,1341,2676,2639.5,586,2014-11-01,2014-05-01,24179,24173,,,,,,,,,,,,,,,,,319.5,,1158.5,785.5,,350.5,25.5,,,,0.5,2627.0,12.0,,3. M,3,4,0,1560.0,319.5
1342,1342,2677,14.0,16,2014-05-01,2014-05-01,24173,24173,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,1.0,8.0,5.0,,4. P,4,2,6,14.0,14.0
1343,1343,2678,973.8,346,2014-06-01,2014-05-01,24174,24173,,,,,,,,,,,,,,,,,855.8,118.0,,,,,,,,,3.0,326.0,573.0,71.8,4. P,4,3,5,973.8,888.3
1344,1344,2679,9.0,8,2014-05-01,2014-05-01,24173,24173,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,9.0,,4. P,4,2,6,9.0,9.0
1345,1345,2680,5805.5,236,2014-11-01,2014-07-01,24179,24175,,,,,,,,,,,,,,,,,,,43.0,34.0,159.0,1967.0,3602.5,,,,5625.0,150.0,29.5,1.0,3. M,3,4,0,236.0,43.0
1346,1346,2681,10.0,1,2014-05-01,2014-05-01,24173,24173,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,10.0,,,,4. P,4,2,6,10.0,10.0
1347,1347,2682,10.0,4,2014-05-01,2014-05-01,24173,24173,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,4.0,6.0,,4. P,4,2,6,10.0,10.0
1348,1348,2683,15.0,15,2014-05-01,2014-05-01,24173,24173,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,7.0,5.0,2.5,0.5,4. P,4,2,6,15.0,15.0
1349,1349,2684,10.0,11,2014-05-01,2014-05-01,24173,24173,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,5.0,4.0,1.0,4. P,4,2,6,10.0,10.0
1350,1350,2686,263.0,154,2014-06-01,2014-05-01,24174,24173,,,,,,,,,,,,,,,,,237.0,26.0,,,,,,,2.0,,10.0,50.5,197.5,3.0,4. P,4,3,5,263.0,237.0
1351,1351,2687,2535.6,727,2014-08-01,2014-05-01,24176,24173,,,,,,,,,,,,,,,,,1354.1,424.0,679.0,78.5,,,,,,,159.5,1727.0,618.5,30.6,3. M,3,3,3,2457.1,1679.1
1352,1352,2689,33.5,22,2014-05-01,2014-05-01,24173,24173,,,,,,,,,,,,,,,,,33.5,,,,,,,,,,9.0,12.0,12.0,0.5,4. P,4,2,6,33.5,33.5
1353,1353,2690,15.5,16,2014-05-01,2014-05-01,24173,24173,,,,,,,,,,,,,,,,,15.5,,,,,,,,,,8.0,7.5,,,4. P,4,2,6,15.5,15.5
1354,1354,2691,6274.5,3028,2014-11-01,2014-05-01,24179,24173,,,,,,,,,,,,,,,,,947.0,924.0,953.0,1066.0,901.0,964.5,519.0,,,,6219.0,53.0,0.5,2.0,3. M,3,4,0,3002.0,1185.5
1355,1355,2693,17.0,15,2014-05-01,2014-05-01,24173,24173,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,2.0,10.5,4.5,,4. P,4,2,6,17.0,17.0
1356,1356,2694,3503.5,236,2014-11-01,2014-05-01,24179,24173,,,,,,,,,,,,,,,,,881.0,729.0,98.5,55.5,144.0,1591.5,4.0,,,,3377.5,81.5,39.0,5.5,3. M,3,4,0,1754.5,1138.0
1357,1357,2695,10.0,10,2014-05-01,2014-05-01,24173,24173,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,10.0,,,,4. P,4,2,6,10.0,10.0
1358,1358,2697,458.5,169,2014-05-01,2014-05-01,24173,24173,,,,,,,,,,,,,,,,,458.5,,,,,,,,,,458.5,,,,4. P,4,2,6,458.5,458.5
1359,1359,2698,4746.0,4712,2014-08-01,2014-05-01,24176,24173,,,,,,,,,,,,,,,,,1968.5,1740.0,813.0,224.5,,,,34.5,25.0,,2276.5,449.5,1484.5,476.0,3. M,3,3,3,4746.0,2632.0
1360,1360,2699,31.0,3,2014-05-01,2014-05-01,24173,24173,,,,,,,,,,,,,,,,,31.0,,,,,,,,,,22.0,9.0,,,4. P,4,2,6,31.0,31.0
1361,1361,2700,11.5,12,2014-06-01,2014-05-01,24174,24173,,,,,,,,,,,,,,,,,11.0,0.5,,,,,,,,,11.5,,,,4. P,4,3,5,11.5,11.5
1362,1362,2701,828.1,657,2014-06-01,2014-05-01,24174,24173,,,,,,,,,,,,,,,,,526.7,301.4,,,,,,,,,114.5,397.0,161.5,155.1,4. P,4,3,5,828.1,701.9
1363,1363,2703,124.5,111,2014-09-01,2014-05-01,24177,24173,,,,,,,,,,,,,,,,,64.0,11.5,,39.5,9.5,,,,,,21.5,18.0,80.0,5.0,4. P,4,3,2,75.5,75.5
1364,1364,2704,68.5,19,2014-05-01,2014-05-01,24173,24173,,,,,,,,,,,,,,,,,68.5,,,,,,,,,,31.0,18.0,17.5,2.0,4. P,4,2,6,68.5,68.5
1365,1365,2705,176.5,7,2014-05-01,2014-05-01,24173,24173,,,,,,,,,,,,,,,,,176.5,,,,,,,,,,165.0,11.5,,,4. P,4,2,6,176.5,176.5
1366,1366,2706,10.0,5,2014-05-01,2014-05-01,24173,24173,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,10.0,,4. P,4,2,6,10.0,10.0
1367,1367,2707,14.5,4,2014-05-01,2014-05-01,24173,24173,,,,,,,,,,,,,,,,,14.5,,,,,,,,,,10.5,,4.0,,4. P,4,2,6,14.5,14.5
1368,1368,2708,29.5,12,2014-05-01,2014-05-01,24173,24173,,,,,,,,,,,,,,,,,29.5,,,,,,,,,,8.0,3.0,18.5,,4. P,4,2,6,29.5,29.5
1369,1369,2709,10.0,1,2014-05-01,2014-05-01,24173,24173,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,10.0,,,,4. P,4,2,6,10.0,10.0
