,index,IDC,MT_TOT,NB,KEYMAX,KEYMIN,KEYMAX2,KEYMIN2,2013-01-01,2013-02-01,2013-03-01,2013-04-01,2013-05-01,2013-06-01,2013-07-01,2013-08-01,2013-09-01,2013-10-01,2013-11-01,2013-12-01,2014-01-01,2014-02-01,2014-04-01,2014-05-01,2014-07-01,2014-08-01,2014-09-01,2014-10-01,Couple,Jackpot,Multi,Quarte,Quinte,Simple,Trio,PMG,PMG2,REC,RECENCE,MT90,MT30
0,0,77,125.0,133,2014-01-01,2013-02-01,24169,24158,,30.0,6.5,,15.0,,,,,16.5,11.0,22.0,24.0,,,,,,,,61.0,,16.5,1.0,46.5,,,4. P,4,2,10,51.5,36.5
1,1,79,3086.2,347,2014-01-01,2013-01-01,24169,24157,37.5,643.5,937.8,132.7,,,,,,5.5,10.0,1124.0,195.2,,,,,,,,90.0,440.5,1681.7,627.5,73.5,62.0,111.0,3. M,3,2,10,1618.8,37.5
2,2,83,7.6,6,2013-10-01,2013-04-01,24166,24160,,,,2.5,,,1.0,,,4.1,,,,,,,,,,,1.0,,4.1,0.5,2.0,,,4. P,4,1,13,2.5,2.5
3,3,89,198.0,223,2014-01-01,2013-03-01,24169,24159,,,2.0,2.5,1.5,2.0,2.0,,,24.5,45.0,51.5,67.0,,,,,,,,89.0,1.0,13.5,3.0,8.5,61.0,22.0,4. P,4,2,10,8.0,4.5
4,4,90,401.0,191,2014-01-01,2013-01-01,24169,24157,39.5,9.5,1.0,21.5,51.5,23.0,,7.0,46.5,33.5,69.5,58.5,40.0,,,,,,,,124.0,47.0,130.0,,35.0,65.0,,4. P,4,2,10,50.0,44.5
5,5,93,3063.5,635,2014-01-01,2013-05-01,24169,24161,,,,,96.0,183.5,87.0,134.0,582.5,346.5,163.0,711.0,760.0,,,,,,,,1057.0,101.0,404.0,29.0,345.0,1086.0,41.5,3. M,3,2,10,433.5,147.0
6,6,95,1557.0,270,2014-01-01,2013-01-01,24169,24157,403.5,261.0,229.5,24.5,6.0,108.5,272.0,,,,40.5,,211.5,,,,,,,,42.0,42.0,1291.5,1.0,68.0,42.0,70.5,4. P,4,2,10,894.0,403.5
7,7,96,511.5,103,2014-01-01,2013-01-01,24169,24157,73.5,87.5,73.0,15.5,30.0,17.5,49.5,31.5,,40.0,63.5,11.5,18.5,,,,,,,,26.5,37.0,405.0,1.5,5.5,33.5,2.5,4. P,4,2,10,234.0,73.5
8,8,102,23878.0,820,2014-01-01,2013-02-01,24169,24158,,49.5,940.5,1090.0,784.0,1647.0,10235.5,5365.5,267.5,400.0,,282.0,2816.5,,,,,,,,7140.5,463.0,669.5,887.0,470.0,14212.0,36.0,2. G,2,2,10,2655.0,210.0
9,9,103,3949.5,1872,2014-09-01,2013-01-01,24177,24157,210.0,197.0,1026.0,44.0,141.0,136.0,81.5,54.0,130.0,304.5,431.5,809.0,381.5,,,,,,3.5,,765.0,272.0,777.0,123.0,561.5,1436.5,14.5,3. M,3,3,2,1433.0,210.0
10,10,104,1618.5,410,2014-01-01,2013-11-01,24169,24167,,,,,,,,,,,387.0,645.5,586.0,,,,,,,,859.0,37.0,74.5,13.0,6.0,626.0,3.0,3. M,3,2,10,1618.5,827.5
11,11,105,4953.0,436,2014-01-01,2013-01-01,24169,24157,18.0,2.0,285.5,28.0,198.5,965.0,628.5,783.5,688.5,445.0,407.5,382.5,120.5,,,,,,,,25.0,216.0,2503.5,15.0,,2027.0,166.5,3. M,3,2,10,333.5,20.0
12,12,106,4.0,2,2013-12-01,2013-02-01,24168,24158,,3.0,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,3.0,,4. P,4,2,11,3.0,3.0
13,13,133,3859.0,716,2014-01-01,2013-01-01,24169,24157,135.5,86.0,619.0,149.5,564.7,232.5,20.3,318.0,693.0,169.5,270.0,239.0,362.0,,,,,,,,21.5,24.2,3279.8,200.0,279.0,46.0,8.5,3. M,3,2,10,840.5,135.5
14,14,147,4922.5,7551,2014-01-01,2013-01-01,24169,24157,231.0,224.5,352.0,246.0,195.5,496.0,363.0,530.0,322.5,445.5,526.5,532.0,458.0,,,,,,,,1412.0,130.5,585.5,424.0,173.0,2197.5,,3. M,3,2,10,807.5,231.0
15,15,151,2422.0,157,2014-01-01,2013-01-01,24169,24157,50.0,,132.0,,,15.0,100.0,734.5,365.0,110.0,94.5,138.0,683.0,,,,,,,,952.0,62.0,34.5,,,1373.5,,3. M,3,2,10,182.0,50.0
16,16,152,2851.5,497,2014-01-01,2013-01-01,24169,24157,464.5,347.0,249.0,62.5,187.0,329.5,145.0,181.5,104.5,180.5,213.0,218.5,169.0,,,,,,,,339.0,86.0,2110.5,20.5,96.0,178.0,21.5,3. M,3,2,10,1060.5,464.5
17,17,153,115.0,99,2013-10-01,2013-01-01,24166,24157,58.0,28.0,,16.0,,,,,11.5,1.5,,,,,,,,,,,4.0,,111.0,,,,,4. P,4,1,13,86.0,58.0
18,18,160,54.0,27,2013-09-01,2013-04-01,24165,24160,,,,18.5,,11.0,,4.0,20.5,,,,,,,,,,,,,1.0,53.0,,,,,4. P,4,1,14,29.5,18.5
19,19,168,9935.0,2540,2014-01-01,2013-01-01,24169,24157,54.5,55.4,122.0,33.5,359.1,805.0,1108.5,2076.5,992.0,1179.5,829.5,102.0,2217.5,,,,,,,,3818.0,845.9,1674.1,337.0,184.5,2973.5,102.0,3. M,3,2,10,231.9,54.5
20,20,169,407.3,164,2013-10-01,2013-08-01,24166,24164,,,,,,,,157.8,235.5,14.0,,,,,,,,,,,1.0,76.5,177.8,45.0,23.0,40.5,43.5,4. P,4,1,13,407.3,354.8
21,21,172,7918.6,1357,2014-02-01,2013-01-01,24170,24157,270.5,,265.5,269.5,393.5,590.0,491.5,528.2,584.9,1361.5,893.0,979.5,1281.0,10.0,,,,,,,41.0,476.9,4824.7,12.0,242.5,1608.0,713.5,3. M,3,2,9,576.5,270.5
22,22,175,13768.0,716,2014-01-01,2013-03-01,24169,24159,,,162.0,43.5,431.0,1073.5,1069.0,1225.5,487.5,583.5,4978.5,2504.0,1210.0,,,,,,,,3449.0,1150.0,5384.0,460.5,1798.5,1300.0,226.0,2. G,2,2,10,929.0,205.5
23,23,181,13139.5,538,2014-01-01,2013-09-01,24169,24165,,,,,,,,,1176.5,572.0,4343.0,5070.0,1978.0,,,,,,,,4182.0,42.5,1892.0,,1372.0,5294.0,357.0,2. G,2,2,10,11161.5,1316.5
24,24,188,2393.5,777,2014-02-01,2013-02-01,24170,24158,,54.0,258.0,189.0,212.0,184.0,192.0,161.0,167.5,127.0,136.0,325.0,364.0,24.0,,,,,,,222.0,2.0,2065.5,29.5,0.5,72.0,2.0,3. M,3,2,9,659.0,250.0
25,25,194,1280.5,446,2014-01-01,2013-01-01,24169,24157,37.5,46.5,78.5,74.5,149.5,108.0,156.0,74.0,30.0,76.0,48.5,129.0,272.5,,,,,,,,5.0,47.0,399.0,578.5,,1.0,250.0,4. P,4,2,10,162.5,37.5
26,26,202,71.0,32,2013-09-01,2013-03-01,24165,24159,,,25.0,,,,,,46.0,,,,,,,,,,,,20.0,6.0,39.5,1.5,,4.0,,4. P,4,1,14,25.0,25.0
27,27,211,188.8,150,2013-09-01,2013-05-01,24165,24161,,,,,96.8,25.0,5.0,55.5,6.5,,,,,,,,,,,,50.5,23.5,66.8,1.0,9.5,37.0,0.5,4. P,4,1,14,126.8,96.8
28,28,221,3.0,1,2013-02-01,2013-02-01,24158,24158,,3.0,,,,,,,,,,,,,,,,,,,3.0,,,,,,,4. P,4,1,21,3.0,3.0
29,29,227,13975.1,636,2014-01-01,2013-01-01,24169,24157,4.5,48.0,716.1,380.5,2292.5,3169.0,12.0,904.0,39.5,1357.0,2125.0,2117.5,809.5,,,,,,,,5988.5,1205.0,1614.6,325.0,487.5,4354.5,,2. G,2,2,10,1149.1,52.5
30,30,231,97.0,17,2013-07-01,2013-02-01,24163,24158,,25.5,30.0,11.5,,15.0,15.0,,,,,,,,,,,,,,,5.0,92.0,,,,,4. P,4,1,16,67.0,25.5
31,31,247,400.5,402,2014-02-01,2013-03-01,24170,24159,,,19.0,,,,62.0,164.0,,,,38.0,103.0,14.5,,,,,,,,19.5,13.0,43.5,67.5,232.0,25.0,4. P,4,2,9,19.0,19.0
32,32,249,34.0,64,2013-12-01,2013-09-01,24168,24165,,,,,,,,,15.0,1.5,14.5,3.0,,,,,,,,,2.5,7.5,17.0,0.5,,6.5,,4. P,4,2,11,33.5,15.0
33,33,250,858.0,190,2014-01-01,2013-02-01,24169,24158,,102.0,60.0,,,,,,,48.5,186.0,423.0,38.5,,,,,,,,242.0,23.0,66.5,81.0,341.5,99.0,5.0,4. P,4,2,10,162.0,162.0
34,34,269,33343.3,15284,2014-02-01,2013-01-01,24170,24157,1373.5,2985.0,3627.5,3160.5,3186.0,3987.25,2528.0,3067.25,2321.75,2352.5,1565.0,1522.5,1656.55,10.0,,,,,,,3424.0,3164.5,16067.8,597.0,4484.0,4326.0,1280.0,2. G,2,2,9,7986.0,1373.5
35,35,271,208.5,26,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,,208.5,,,,,,,,43.5,,,,28.0,104.0,33.0,4. P,4,2,10,208.5,208.5
36,36,273,821.0,18,2013-07-01,2013-03-01,24163,24159,,,496.0,,,225.0,100.0,,,,,,,,,,,,,,215.0,2.0,,15.0,2.0,587.0,,4. P,4,1,16,496.0,496.0
37,37,275,705.2,155,2014-01-01,2013-01-01,24169,24157,107.0,38.0,121.0,64.7,9.5,71.5,,67.0,63.0,43.5,18.0,84.0,18.0,,,,,,,,121.0,2.5,448.2,1.0,102.5,18.0,12.0,4. P,4,2,10,266.0,107.0
38,38,279,988.0,1292,2014-07-01,2013-03-01,24175,24159,,,22.0,15.0,62.5,173.5,121.5,191.0,156.0,73.5,70.5,47.5,51.0,3.5,,,0.5,,,,881.0,,106.0,,,1.0,,4. P,4,3,4,171.5,27.0
39,39,302,1684.5,503,2014-01-01,2013-04-01,24169,24160,,,,115.0,269.0,239.0,173.0,169.5,21.0,66.0,365.0,160.5,106.5,,,,,,,,685.0,214.0,48.0,,,737.5,,3. M,3,2,10,623.0,186.0
40,40,304,402.5,203,2014-01-01,2013-05-01,24169,24161,,,,,35.0,58.0,13.0,62.0,,5.0,228.5,,1.0,,,,,,,,99.0,17.0,4.0,61.5,77.0,144.0,,4. P,4,2,10,122.0,65.5
41,41,306,26.0,4,2013-07-01,2013-07-01,24163,24163,,,,,,,26.0,,,,,,,,,,,,,,,,26.0,,,,,4. P,4,1,16,26.0,26.0
42,42,310,96.2,50,2013-03-01,2013-01-01,24159,24157,1.5,46.2,48.5,,,,,,,,,,,,,,,,,,30.0,,43.0,6.0,3.0,9.0,5.2,4. P,4,1,20,96.2,1.5
43,43,320,235.6,188,2013-12-01,2013-02-01,24168,24158,,33.5,,36.0,,97.0,8.6,,,28.0,23.5,9.0,,,,,,,,,2.0,7.0,123.1,10.0,90.5,1.0,2.0,4. P,4,2,11,69.5,33.5
44,44,341,10.0,1,2013-07-01,2013-07-01,24163,24163,,,,,,,10.0,,,,,,,,,,,,,,,,10.0,,,,,4. P,4,1,16,10.0,10.0
45,45,350,128.5,44,2013-05-01,2013-02-01,24161,24158,,19.5,107.5,0.5,1.0,,,,,,,,,,,,,,,,44.0,,36.0,,23.5,25.0,,4. P,4,1,18,128.5,97.0
46,46,354,1928.5,328,2014-01-01,2013-06-01,24169,24162,,,,,,35.0,28.0,411.5,336.5,227.5,243.0,49.5,597.5,,,,,,,,,84.0,955.5,235.0,100.0,20.0,534.0,3. M,3,2,10,376.0,35.0
47,47,374,341.35,161,2014-01-01,2013-03-01,24169,24159,,,15.0,,,80.0,31.85,,199.5,,,,15.0,,,,,,,,,0.5,281.35,26.5,6.5,,26.5,4. P,4,2,10,15.0,15.0
48,48,378,1208.0,542,2013-10-01,2013-03-01,24166,24159,,,1045.0,,,,,,,163.0,,,,,,,,,,,756.0,7.5,4.0,,19.5,421.0,,4. P,4,1,13,1045.0,1045.0
49,49,379,50.0,4,2013-09-01,2013-09-01,24165,24165,,,,,,,,,50.0,,,,,,,,,,,,17.0,1.0,,,2.0,30.0,,4. P,4,1,14,50.0,50.0
50,50,385,102.5,63,2014-01-01,2013-02-01,24169,24158,,1.5,19.5,16.5,8.0,2.5,14.0,18.5,,,,13.0,9.0,,,,,,,,54.0,,48.5,,,,,4. P,4,2,10,44.5,19.5
51,51,398,5.0,4,2013-03-01,2013-02-01,24159,24158,,4.5,0.5,,,,,,,,,,,,,,,,,,1.5,,0.5,,,3.0,,4. P,4,1,20,5.0,5.0
52,52,406,217.0,53,2013-04-01,2013-03-01,24160,24159,,,178.0,39.0,,,,,,,,,,,,,,,,,,,115.5,,98.0,,3.5,4. P,4,1,19,217.0,215.0
53,53,414,373.1,72,2013-07-01,2013-01-01,24163,24157,253.2,9.0,,41.5,,30.0,39.4,,,,,,,,,,,,,,5.0,16.2,302.4,28.5,18.0,3.0,,4. P,4,1,16,262.2,253.2
54,54,425,48.0,45,2013-08-01,2013-07-01,24164,24163,,,,,,,41.0,7.0,,,,,,,,,,,,,15.5,0.5,28.0,,,4.0,,4. P,4,1,15,48.0,48.0
55,55,430,2993.0,226,2014-01-01,2013-02-01,24169,24158,,10.0,10.0,,,,,251.0,429.0,352.5,355.5,981.0,604.0,,,,,,,,1134.5,185.0,289.0,105.0,25.5,1254.0,,3. M,3,2,10,20.0,20.0
56,56,469,196.0,32,2014-01-01,2013-01-01,24169,24157,23.0,90.0,,,,,15.0,10.0,6.0,,,45.0,7.0,,,,,,,,31.0,44.0,100.0,,,21.0,,4. P,4,2,10,113.0,113.0
57,57,471,359.0,118,2014-01-01,2013-02-01,24169,24158,,25.0,16.5,26.0,3.0,1.5,,58.5,94.5,7.0,12.0,50.5,64.5,,,,,,,,26.0,40.0,163.0,31.0,,88.5,10.5,4. P,4,2,10,67.5,41.5
58,58,491,1666.0,497,2014-02-01,2013-01-01,24170,24157,50.0,66.0,210.0,185.0,,,,,,,,320.0,814.0,21.0,,,,,,,609.5,36.0,24.5,,,996.0,,3. M,3,2,9,511.0,116.0
59,59,507,105.0,83,2014-02-01,2013-02-01,24170,24158,,5.0,5.0,4.5,0.5,,6.5,11.0,12.0,4.5,4.0,8.5,39.0,4.5,,,,,,,3.0,,45.5,,1.0,8.0,47.5,4. P,4,2,9,15.0,10.0
60,60,508,242.3,371,2014-01-01,2013-07-01,24169,24163,,,,,,,22.5,63.0,55.3,,,63.5,38.0,,,,,,,,118.5,13.5,64.8,4.0,31.5,3.5,6.5,4. P,4,2,10,140.8,22.5
61,61,522,38.5,28,2013-10-01,2013-02-01,24166,24158,,10.5,22.5,,,4.5,,,,1.0,,,,,,,,,,,22.5,0.5,9.5,,6.0,,,4. P,4,1,13,33.0,30.5
62,62,529,500.0,734,2014-01-01,2013-03-01,24169,24159,,,25.0,30.5,48.0,43.5,47.5,38.0,36.0,49.0,48.0,60.5,74.0,,,,,,,,2.0,86.0,210.0,65.0,118.0,0.5,18.5,4. P,4,2,10,134.0,40.0
63,63,533,2.5,1,2013-10-01,2013-10-01,24166,24166,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,2.5,4. P,4,1,13,2.5,2.5
64,64,534,830.0,8,2013-07-01,2013-07-01,24163,24163,,,,,,,830.0,,,,,,,,,,,,,,,500.0,,,,330.0,,4. P,4,1,16,830.0,830.0
65,65,566,968.5,45,2014-01-01,2013-02-01,24169,24158,,40.5,188.0,34.5,,,,,,92.5,,177.0,436.0,,,,,,,,786.5,30.0,147.0,,,5.0,,4. P,4,2,10,263.0,228.5
66,66,581,375.1,306,2014-01-01,2013-02-01,24169,24158,,4.5,3.5,6.0,30.0,13.5,37.6,54.0,49.0,10.0,43.0,73.0,51.0,,,,,,,,46.0,27.1,147.0,12.0,106.5,21.5,15.0,4. P,4,2,10,44.0,4.5
67,67,583,53631.0,173,2014-01-01,2013-11-01,24169,24167,,,,,,,,,,,2250.0,1000.0,50381.0,,,,,,,,7289.0,2790.0,,4167.0,1902.0,37483.0,,1. TG,1,2,10,53631.0,2250.0
68,68,592,30.0,7,2013-08-01,2013-08-01,24164,24164,,,,,,,,30.0,,,,,,,,,,,,,29.0,,1.0,,,,,4. P,4,1,15,30.0,30.0
69,69,638,128.5,66,2013-08-01,2013-02-01,24164,24158,,17.0,36.5,3.0,,,,72.0,,,,,,,,,,,,,4.0,5.0,56.5,15.0,5.0,27.0,16.0,4. P,4,1,15,56.5,53.5
70,70,642,182.5,149,2014-01-01,2013-03-01,24169,24159,,,78.5,9.5,52.5,32.0,,1.0,,,,,9.0,,,,,,,,110.5,5.0,67.0,,,,,4. P,4,2,10,172.5,86.0
71,71,673,67.7,15,2013-01-01,2013-01-01,24157,24157,67.7,,,,,,,,,,,,,,,,,,,,,3.7,64.0,,,,,4. P,4,1,22,67.7,67.7
72,72,675,10045.25,12157,2014-02-01,2013-01-01,24170,24157,81.0,2.0,245.95,1189.0,1651.5,1229.9,784.7,833.3,351.0,665.5,959.9,1070.8,960.2,20.5,,,,,,,113.0,1954.5,4085.25,2442.0,742.0,108.0,600.5,3. M,3,2,9,328.95,81.0
73,73,686,718.0,282,2014-02-01,2013-11-01,24170,24167,,,,,,,,,,,234.0,145.5,335.5,3.0,,,,,,,394.0,3.0,32.5,25.0,92.0,55.0,116.5,4. P,4,2,9,718.0,234.0
74,74,687,117.0,46,2014-01-01,2013-03-01,24169,24159,,,56.5,,,,,,,,,,60.5,,,,,,,,35.5,,15.0,21.5,4.0,33.0,8.0,4. P,4,2,10,56.5,56.5
75,75,709,1687.0,1327,2014-02-01,2013-04-01,24170,24160,,,,112.5,347.5,151.5,,274.0,292.0,105.5,248.0,56.0,75.5,24.5,,,,,,,125.5,72.0,126.5,161.0,99.0,1064.5,38.5,3. M,3,2,9,611.5,245.0
76,76,715,46.0,67,2014-01-01,2013-01-01,24169,24157,4.0,27.0,,,,,,,,,,,15.0,,,,,,,,10.0,7.5,17.5,3.0,1.5,6.5,,4. P,4,2,10,31.0,31.0
77,77,716,12002.35,5017,2014-02-01,2013-01-01,24170,24157,35.0,226.5,539.5,506.0,119.5,562.15,955.1,4258.9,1060.3,616.05,1821.85,500.3,797.2,4.0,,,,,,,367.5,277.0,2381.35,789.5,7859.0,174.0,154.0,2. G,2,2,9,801.0,35.0
78,78,728,532.5,443,2013-08-01,2013-01-01,24164,24157,97.5,39.5,73.5,70.0,39.0,95.0,116.5,1.5,,,,,,,,,,,,,,,532.5,,,,,4. P,4,1,15,210.5,97.5
79,79,731,185.5,249,2013-04-01,2013-03-01,24160,24159,,,56.0,129.5,,,,,,,,,,,,,,,,,39.0,11.0,26.0,11.5,17.5,73.0,7.5,4. P,4,1,19,185.5,56.0
80,80,736,6073.3,2167,2014-01-01,2013-01-01,24169,24157,66.5,1209.2,2978.5,588.7,404.2,271.7,,,30.0,189.0,84.6,224.3,26.6,,,,,,,,355.0,625.5,706.0,1672.0,1348.5,970.5,395.8,3. M,3,2,10,4591.7,66.5
81,81,742,8.5,5,2013-12-01,2013-10-01,24168,24166,,,,,,,,,,7.5,,1.0,,,,,,,,,1.5,,7.0,,,,,4. P,4,2,11,8.5,7.5
82,82,753,8906.4,4364,2014-04-01,2013-01-01,24172,24157,1032.8,601.8,933.8,381.75,621.35,502.35,733.35,610.4,1223.9,222.1,728.4,920.7,389.2,4.0,0.5,,,,,,39.0,1129.7,3761.8,1317.0,1143.0,9.0,1506.9,3. M,3,2,7,2568.4,1032.8
83,83,755,1145.5,1097,2013-12-01,2013-01-01,24168,24157,133.0,88.5,26.5,,,22.0,240.5,273.0,133.5,107.0,58.5,63.0,,,,,,,,,382.0,14.0,327.0,1.0,82.5,336.5,2.5,4. P,4,2,11,248.0,188.0
84,84,760,20.0,5,2013-01-01,2013-01-01,24157,24157,20.0,,,,,,,,,,,,,,,,,,,,,2.0,18.0,,,,,4. P,4,1,22,20.0,20.0
85,85,776,31.0,4,2014-01-01,2013-01-01,24169,24157,3.0,,20.0,,,,,,1.0,,,,7.0,,,,,,,,1.0,,23.0,,,7.0,,4. P,4,2,10,23.0,3.0
86,86,781,11187.1,1038,2014-02-01,2013-01-01,24170,24157,648.0,506.0,1021.0,1426.5,744.5,1257.5,711.5,461.0,629.5,752.5,780.5,1112.0,1121.6,15.0,,,,,,,6929.5,181.0,2183.6,1.5,24.5,1867.0,,3. M,3,2,9,2175.0,648.0
87,87,787,62.0,10,2014-01-01,2013-12-01,24169,24168,,,,,,,,,,,,10.0,52.0,,,,,,,,42.0,,,,,20.0,,4. P,4,2,10,62.0,52.0
88,88,792,7764.5,1890,2014-01-01,2013-03-01,24169,24159,,,45.0,180.0,1056.0,286.0,586.0,320.5,242.5,1265.5,143.5,1575.5,2064.0,,,,,,,,2068.0,715.0,831.5,9.5,126.5,3501.0,513.0,3. M,3,2,10,1341.0,45.0
89,89,793,15622.1,1232,2014-01-01,2013-03-01,24169,24159,,,0.5,,,,,,3715.5,4039.0,3345.0,3943.6,578.5,,,,,,,,158.0,1153.5,738.6,8468.0,310.0,366.0,4428.0,2. G,2,2,10,0.5,0.5
90,90,795,344.5,111,2014-01-01,2013-01-01,24169,24157,35.0,22.0,61.0,21.0,33.5,25.0,24.0,6.0,,27.0,45.0,30.0,15.0,,,,,,,,105.0,66.5,94.0,,,79.0,,4. P,4,2,10,118.0,35.0
91,91,799,51.0,11,2013-11-01,2013-01-01,24167,24157,5.0,17.0,,,,10.0,13.0,,,,6.0,,,,,,,,,,13.0,,38.0,,,,,4. P,4,1,12,22.0,22.0
92,92,802,1695.5,568,2013-05-01,2013-03-01,24161,24159,,,451.0,1166.0,78.5,,,,,,,,,,,,,,,,267.0,83.5,197.0,91.5,387.0,381.0,288.5,3. M,3,1,18,1695.5,875.5
93,93,808,4.0,2,2014-01-01,2013-04-01,24169,24160,,,,2.0,,,,,,,,,2.0,,,,,,,,2.0,,2.0,,,,,4. P,4,2,10,2.0,2.0
94,94,810,265.0,47,2014-01-01,2013-07-01,24169,24163,,,,,,,130.0,,,,,70.0,65.0,,,,,,,,25.0,42.0,106.0,10.0,31.0,49.0,2.0,4. P,4,2,10,130.0,130.0
95,95,813,1089.0,99,2014-01-01,2013-02-01,24169,24158,,47.0,153.0,133.0,,44.0,113.0,24.0,85.0,,180.0,190.0,120.0,,,,,,,,497.0,,476.0,4.0,,112.0,,4. P,4,2,10,333.0,151.0
96,96,821,34480.5,1362,2014-02-01,2013-01-01,24170,24157,1430.0,663.0,1112.5,610.0,2483.0,2693.5,2205.0,843.0,2786.0,4517.0,6614.5,6330.5,2132.5,60.0,,,,,,,210.0,5073.0,1033.0,50.5,,27094.0,1020.0,2. G,2,2,9,3205.5,1430.0
97,97,825,61.0,4,2013-05-01,2013-05-01,24161,24161,,,,,61.0,,,,,,,,,,,,,,,,,,61.0,,,,,4. P,4,1,18,61.0,61.0
98,98,826,2564.5,1931,2014-01-01,2013-01-01,24169,24157,222.0,194.5,230.5,190.0,410.5,205.5,185.5,122.0,117.5,62.0,85.0,253.0,286.5,,,,,,,,687.0,187.5,709.0,5.5,590.0,383.5,2.0,3. M,3,2,10,647.0,222.0
99,99,828,448.5,375,2014-02-01,2013-09-01,24170,24165,,,,,,,,,271.0,140.0,,,36.5,1.0,,,,,,,37.0,1.5,20.0,2.0,,388.0,,4. P,4,2,9,411.0,411.0
100,100,833,29053.3,5353,2014-08-01,2013-03-01,24176,24159,,,177.5,30.0,6374.3,5827.0,4674.5,4186.5,1465.0,2445.5,2795.0,,1049.0,26.0,,,,3.0,,,1335.0,1855.5,194.3,0.5,314.0,23669.5,1684.5,2. G,2,3,3,6581.8,177.5
101,101,839,4.5,6,2013-03-01,2013-03-01,24159,24159,,,4.5,,,,,,,,,,,,,,,,,,3.0,,,,,1.5,,4. P,4,1,20,4.5,4.5
102,102,840,17070.5,536,2014-01-01,2013-03-01,24169,24159,,,628.5,239.5,756.5,592.5,260.5,624.0,1776.0,10.0,3027.5,3190.0,5965.5,,,,,,,,3000.0,992.0,5080.0,1195.0,2185.0,3800.0,818.5,2. G,2,2,10,2102.0,726.0
103,103,843,6.5,7,2013-03-01,2013-02-01,24159,24158,,2.5,4.0,,,,,,,,,,,,,,,,,,1.5,,5.0,,,,,4. P,4,1,20,6.5,6.5
104,104,849,12.0,3,2013-03-01,2013-03-01,24159,24159,,,12.0,,,,,,,,,,,,,,,,,,,,,,,12.0,,4. P,4,1,20,12.0,12.0
105,105,858,1699.7,2158,2014-01-01,2013-03-01,24169,24159,,,92.0,137.0,162.2,319.5,266.0,165.5,128.5,51.0,135.5,107.5,135.0,,,,,,,,552.0,171.2,692.0,,7.5,277.0,,3. M,3,2,10,553.2,138.0
106,106,862,18.0,6,2013-11-01,2013-03-01,24167,24159,,,6.0,,,,,,6.0,3.0,3.0,,,,,,,,,,,,18.0,,,,,4. P,4,1,12,6.0,6.0
107,107,872,3526.5,2633,2014-01-01,2013-06-01,24169,24162,,,,,,213.5,562.5,,674.0,131.0,316.5,998.0,631.0,,,,,,,,1340.0,173.5,485.5,59.5,620.5,835.0,12.5,3. M,3,2,10,1393.5,717.5
108,108,876,13.5,5,2013-02-01,2013-02-01,24158,24158,,13.5,,,,,,,,,,,,,,,,,,,,3.0,9.0,,,1.5,,4. P,4,1,21,13.5,13.5
109,109,902,20.0,12,2013-01-01,2013-01-01,24157,24157,20.0,,,,,,,,,,,,,,,,,,,,,10.0,10.0,,,,,4. P,4,1,22,20.0,20.0
110,110,908,2039.5,589,2014-01-01,2013-02-01,24169,24158,,10.0,20.0,121.5,294.5,114.5,117.0,84.5,81.0,140.5,285.5,363.5,407.0,,,,,,,,678.0,113.0,156.0,16.0,58.0,1011.0,7.5,3. M,3,2,10,362.0,10.0
111,111,912,146.0,186,2014-01-01,2013-11-01,24169,24167,,,,,,,,,,,2.0,35.5,108.5,,,,,,,,39.5,7.5,8.0,16.5,10.5,59.0,5.0,4. P,4,2,10,146.0,23.5
112,112,913,3977.65,1348,2014-02-01,2013-01-01,24170,24157,140.1,17.0,11.4,,79.5,502.65,510.0,267.5,278.0,20.5,70.0,215.5,1854.5,11.0,,,,,,,135.0,567.5,635.65,1789.5,299.5,537.0,13.5,3. M,3,2,9,168.5,149.1
113,113,915,1745.0,790,2013-09-01,2013-01-01,24165,24157,146.5,167.0,94.5,708.0,116.0,132.0,30.0,268.0,83.0,,,,,,,,,,,,448.0,296.0,571.0,6.0,29.5,390.5,4.0,3. M,3,1,14,408.0,146.5
114,114,917,602.0,634,2014-02-01,2013-03-01,24170,24159,,,20.0,36.0,73.0,57.0,40.0,38.0,49.0,87.0,64.0,56.5,81.0,0.5,,,,,,,377.5,8.0,5.0,,,211.5,,4. P,4,2,9,155.0,33.0
115,115,923,48.5,3,2013-02-01,2013-02-01,24158,24158,,48.5,,,,,,,,,,,,,,,,,,,46.5,,2.0,,,,,4. P,4,1,21,48.5,48.5
116,116,925,1138.5,837,2014-01-01,2013-01-01,24169,24157,31.5,5.5,2.5,,30.5,191.5,107.5,70.5,,239.0,244.0,102.5,113.5,,,,,,,,279.0,117.5,401.0,22.5,156.5,127.0,35.0,4. P,4,2,10,39.5,31.5
117,117,926,2508.6,1709,2014-07-01,2013-01-01,24175,24157,198.5,104.6,25.5,,252.7,368.95,213.7,138.3,157.05,335.6,373.8,134.6,198.8,,,,6.5,,,,23.0,212.0,1078.0,269.5,589.0,6.0,331.1,3. M,3,3,4,328.6,218.5
118,118,927,1188.0,75,2013-10-01,2013-06-01,24166,24162,,,,,,2.0,659.0,296.0,174.0,57.0,,,,,,,,,,,558.0,240.0,356.0,,,34.0,,4. P,4,1,13,1131.0,661.0
